window_entry,hh_hl_counts,window_exit,lh_counts,Total Return [%]_count,Total Return [%]_mean,Total Return [%]_std,Total Return [%]_min,Total Return [%]_25%,Total Return [%]_50%,Total Return [%]_75%,Total Return [%]_max,Max Drawdown [%]_count,Max Drawdown [%]_mean,Max Drawdown [%]_std,Max Drawdown [%]_min,Max Drawdown [%]_25%,Max Drawdown [%]_50%,Max Drawdown [%]_75%,Max Drawdown [%]_max,Max Drawdown Duration_count,Max Drawdown Duration_mean,Max Drawdown Duration_std,Max Drawdown Duration_min,Max Drawdown Duration_25%,Max Drawdown Duration_50%,Max Drawdown Duration_75%,Max Drawdown Duration_max,Total Trades_count,Total Trades_mean,Total Trades_std,Total Trades_min,Total Trades_25%,Total Trades_50%,Total Trades_75%,Total Trades_max,Total Trades per year_count,Total Trades per year_mean,Total Trades per year_std,Total Trades per year_min,Total Trades per year_25%,Total Trades per year_50%,Total Trades per year_75%,Total Trades per year_max,Win Rate [%]_count,Win Rate [%]_mean,Win Rate [%]_std,Win Rate [%]_min,Win Rate [%]_25%,Win Rate [%]_50%,Win Rate [%]_75%,Win Rate [%]_max,Sharpe Ratio_count,Sharpe Ratio_mean,Sharpe Ratio_std,Sharpe Ratio_min,Sharpe Ratio_25%,Sharpe Ratio_50%,Sharpe Ratio_75%,Sharpe Ratio_max,Total Return [%]_std_perc,Max Drawdown [%]_std_perc,Total Trades_std_perc,Sharpe Ratio_std_perc,cluster
2,1,4,1,15.0,642.4149304412799,471.53805853281114,11.09571687420366,200.6800134282322,717.669752350086,953.6076777237317,1424.4019440633192,15.0,39.38194140861194,7.3714835027323025,21.496869535661826,32.62274886589937,44.52615150839581,44.526151508395856,45.214191946650494,15.0,484.26666666666665,246.06226467144063,212.0,267.5,521.0,533.5,1047.0,15.0,92.0,2.878491668515698,87.0,90.0,91.0,94.0,97.0,15.0,30.666666666666668,0.9594972228385663,29.0,30.0,30.333333333333332,31.333333333333336,32.333333333333336,15.0,37.84248534598324,3.3585056330785585,32.18390804597701,34.58615852232873,38.88888888888889,39.97542134831461,42.70833333333333,15.0,1.5282762390849176,0.5836616187747208,0.2679274650848884,1.0634960130689746,1.7540902787223112,1.983379489325316,2.075584845201816,0.7340085608049425,0.1871792816471035,0.03128795291864889,0.3819084559766489,11
2,1,6,1,15.0,804.630122642955,588.1154673708396,37.77222282486389,319.3261752918661,697.1956334674886,1253.1298171163032,1718.3530102106151,15.0,22.349297465817767,4.729863096815954,18.376579540810326,18.636779567553596,18.63677956755364,27.065355823521745,28.733331455282507,15.0,375.0,234.662675831866,178.0,248.5,256.0,462.5,829.0,15.0,76.2,3.098386676965934,71.0,75.0,76.0,78.5,81.0,15.0,25.400000000000002,1.0327955589886444,23.666666666666668,25.0,25.333333333333332,26.166666666666664,27.0,15.0,41.931602683716484,3.8611776992606317,33.76623376623377,39.69760900140648,42.66666666666667,44.078947368421055,48.10126582278481,15.0,1.8057563040929367,0.5840657635599171,0.5305469289371888,1.3781563829289545,1.9780371590074917,2.236804092688181,2.468142749541709,0.7309140570565101,0.21163363654048029,0.0406612424798679,0.3234466147154356,14
2,1,6,2,15.0,904.0290901321193,649.0061752564566,36.9855586956281,333.6861905985338,867.8300382872928,1360.278562837913,1958.244479314621,15.0,24.429068050537136,4.043572059010753,18.37657954081037,22.36207006153186,24.260892277047628,25.081226966337972,30.719066816667574,15.0,357.6,166.76878776146503,178.0,231.0,315.0,395.0,755.0,15.0,74.6,3.1577568892219317,69.0,73.0,74.0,77.0,80.0,15.0,24.866666666666667,1.052585629740644,23.0,24.333333333333336,24.666666666666668,25.666666666666668,26.666666666666668,15.0,41.85195008900518,3.461538631104328,35.064935064935064,39.52062430323301,42.028985507246375,43.917808219178085,47.2972972972973,15.0,1.8664205926148663,0.5965296055461906,0.522720522982183,1.4004523114901914,2.102525340262295,2.2245311780484824,2.5938147943363297,0.7179040833316631,0.16552297658861548,0.042329180820669325,0.31961156446010336,14
2,1,6,3,15.0,843.7875754829679,652.4862061253255,21.277943895570914,262.39661508155893,737.5481135023226,1248.220120315038,1917.5586055562135,15.0,30.02673795255622,4.484875386409935,18.60213134554283,28.185234799509992,32.74975318386599,33.587452746436036,33.58745274643611,15.0,398.3333333333333,142.03604505630992,172.0,269.5,380.0,518.0,662.0,15.0,72.53333333333333,3.067494712224262,68.0,71.0,73.0,75.0,78.0,15.0,24.177777777777774,1.0224982374080867,22.666666666666668,23.666666666666668,24.333333333333332,25.0,26.0,15.0,41.00004762646933,4.294744623928078,34.21052631578947,38.347417840375584,41.66666666666667,43.06386262782172,47.94520547945205,15.0,1.7324482374520436,0.6161346608478753,0.3681062565329279,1.2330248738315355,1.9044971682019256,2.133626194729195,2.5608897324728392,0.7732825477453313,0.1493627244323465,0.042290827833974205,0.35564390758020015,11
2,1,7,1,15.0,642.4468931195898,424.5107277441696,46.912884197284555,278.7545008292428,583.0295846353517,950.5824071369698,1293.323979317297,15.0,22.866155477006593,2.5479716152485667,18.636779567553592,22.19867426982413,22.758115868884097,24.901651355857524,25.64907578989366,15.0,344.06666666666666,107.35752463259432,178.0,267.0,328.0,411.0,495.0,15.0,73.2,2.90811671999988,68.0,71.5,74.0,75.5,77.0,15.0,24.4,0.9693722399999595,22.666666666666668,23.833333333333336,24.666666666666668,25.166666666666664,25.666666666666668,15.0,40.34660075355057,3.7124156651389986,33.33333333333333,37.919527078565984,40.27777777777778,42.17882265827471,47.2972972972973,15.0,1.7260138832971925,0.49472449884466885,0.6140141522745658,1.339361215677766,1.8608456580711943,2.0387429478766044,2.383251652871896,0.6607717031408354,0.11142982115252029,0.03972837049180163,0.2866283426988432,14
2,1,7,2,15.0,703.9889133724804,463.628195121324,42.20544220385541,299.2943628234707,678.1360937514211,993.914688235849,1393.6775282080598,15.0,23.636868984127116,3.3521118580093465,18.636779567553585,22.198674269824128,22.75811586888412,26.03666138487604,28.031458143826143,15.0,356.6,129.12496715529937,178.0,267.0,328.0,411.0,589.0,15.0,72.8,2.7825989906663064,68.0,71.0,73.0,75.0,77.0,15.0,24.266666666666666,0.9275329968887682,22.666666666666668,23.666666666666668,24.333333333333332,25.0,25.666666666666668,15.0,40.01830013960458,3.751066521853362,33.33333333333333,37.507246376811594,39.473684210526315,41.5,47.2972972972973,15.0,1.7666128898577518,0.5146014806098466,0.5727080629868669,1.3718680672933794,1.9461214257138004,2.066223075803866,2.4302736414343458,0.6585731484041403,0.14181708500649526,0.03822251360805366,0.29129272381301513,14
2,1,7,3,15.0,623.2199629683406,456.0223872921979,21.408347576726783,229.15677662832894,587.9032234807397,804.6602665096168,1578.84839174689,15.0,29.702438702033035,6.804744022356017,18.636779567553603,26.054753050225337,30.014651338086672,37.382200578760376,37.38220057876044,15.0,458.6666666666667,250.88718770072924,173.0,270.0,446.0,506.0,1014.0,15.0,71.26666666666667,2.711527420547495,67.0,69.0,72.0,73.0,75.0,15.0,23.755555555555553,0.9038424735158318,22.333333333333332,23.0,24.0,24.333333333333332,25.0,15.0,39.446962132039594,4.289678141158338,33.33333333333333,37.03906935908692,39.39393939393939,40.833333333333336,47.88732394366197,15.0,1.6318339597800637,0.5589894618630414,0.3734660779034621,1.1941892501411746,1.7763977771380914,1.971384497404712,2.51615098862362,0.7317198010156868,0.2290971489115557,0.03804762517138674,0.3425529040579479,5
2,1,7,4,15.0,737.3331737748289,517.7062483654164,34.856458409700664,321.0823574201729,673.347254708753,1017.4878255375754,1755.1450184352063,15.0,25.94850612543444,2.8015751879071917,21.30870415358381,24.81262873813951,25.146732399908394,25.146732399908423,31.03625456903383,15.0,298.4,101.31126012725056,172.0,245.5,314.0,314.0,498.0,15.0,67.06666666666666,2.1865389045137937,63.0,66.5,67.0,68.0,71.0,15.0,22.355555555555554,0.7288463015045982,21.0,22.166666666666664,22.333333333333332,22.666666666666668,23.666666666666668,15.0,37.93036780812475,3.463419500576991,31.343283582089555,35.787451984635084,38.80597014925373,40.014231499051235,43.28358208955223,15.0,1.6819066870938886,0.5134340652502289,0.48921197057201915,1.3405182606597927,1.8320547736957267,1.9838738767938735,2.3704858844649834,0.7021334001764534,0.10796672357030675,0.032602468755175855,0.30526905516820013,14
2,1,7,5,15.0,653.9933906583416,420.50737706451275,29.45983424671198,267.1057708286358,680.0459536941997,821.9817871469606,1490.4298165392945,15.0,35.12717438152016,4.068853628382417,25.012419745009623,35.381396733258526,37.24727556530556,37.247275565305586,38.10563824610076,15.0,466.8,212.49746216971965,172.0,310.0,489.0,527.5,851.0,15.0,61.333333333333336,2.742956347412318,56.0,60.0,61.0,63.5,65.0,15.0,20.444444444444443,0.9143187824707729,18.666666666666668,20.0,20.333333333333332,21.166666666666664,21.666666666666668,15.0,38.08333063799922,4.296662715875098,29.6875,35.88992974238876,38.333333333333336,40.96774193548387,45.90163934426229,15.0,1.5589300203699346,0.4533349411549864,0.4313988261876038,1.213890097832142,1.7187086462137078,1.8271315526653602,2.1216552320103124,0.6429841387864937,0.11583207872600693,0.044722114359983446,0.29079877559058737,5
2,1,8,1,15.0,526.3574315381522,301.30773583947445,50.644612350664595,251.45397301206873,526.57510668201,733.3556704901116,1074.508950688738,15.0,25.813321506383907,6.357001554748506,18.636779567553614,20.968772300593535,23.165565807702578,33.690989537142244,34.60822508684335,15.0,349.2,135.60825933548443,174.0,228.5,388.0,464.5,521.0,15.0,69.4,2.640346297633811,65.0,67.5,70.0,71.5,73.0,15.0,23.133333333333333,0.8801154325446031,21.666666666666668,22.5,23.333333333333332,23.833333333333336,24.333333333333332,15.0,40.84939372203884,4.065490274874381,32.35294117647059,38.117476131174755,40.845070422535215,43.79795396419438,47.14285714285714,15.0,1.6590228265339522,0.42200183246660966,0.6531236711698682,1.313093783797562,1.7788350848274725,1.9225878306716704,2.281454005146353,0.5724394067335109,0.24626825157608456,0.038045335700775375,0.2543677071329153,14
