Date,0,exit,max_comb,max_prob
2001-06-22,False,True,"(2, 1, 6, 2)",0.9482239694934571
2001-06-25,True,False,"(2, 1, 6, 2)",0.6205858583396877
2001-06-26,False,True,"(2, 1, 4, 1)",0.6386901705080478
2001-06-27,False,True,"(3, 1, 4, 1)",0.24657183632311322
2001-06-28,False,True,"(3, 1, 4, 1)",0.40246212498228456
2001-06-29,True,False,"(6, 2, 4, 1)",0.7093303389413427
2001-07-02,True,False,"(5, 1, 4, 1)",0.11626247221868057
2001-07-03,False,True,"(2, 1, 4, 1)",0.2696515356345487
2001-07-05,False,True,"(8, 1, 3, 1)",0.29051548613031436
2001-07-06,False,True,,
2001-07-09,True,False,"(4, 1, 4, 1)",0.531159336467765
2001-07-10,False,True,,
2001-07-11,False,True,,
2001-07-12,False,True,,
2001-07-13,False,True,"(2, 1, 4, 1)",0.24729749296940226
2001-07-16,False,True,"(3, 1, 4, 1)",0.09360441949531767
2001-07-17,False,True,"(2, 1, 4, 1)",0.1781167026055789
2001-07-18,False,True,,
2001-07-19,False,True,,
2001-07-20,True,False,"(3, 1, 7, 3)",0.6879898617588189
2001-07-23,False,True,,
2001-07-24,False,True,,
2001-07-25,False,True,,
2001-07-26,True,False,"(7, 1, 4, 1)",0.7073172138417669
2001-07-27,False,True,"(8, 1, 7, 3)",0.6843959816417325
2001-07-30,True,False,"(2, 1, 7, 3)",0.828393187674252
2001-07-31,False,True,,
2001-08-01,False,True,,
2001-08-02,False,True,"(2, 1, 6, 1)",0.22726079399999882
2001-08-03,False,True,"(2, 1, 6, 1)",0.426469343236353
2001-08-06,False,True,"(3, 1, 6, 1)",0.41147306962466446
2001-08-07,False,True,"(3, 1, 6, 1)",0.3741173364873765
2001-08-08,True,False,"(8, 1, 4, 1)",0.5591504552100179
2001-08-09,False,True,"(5, 1, 4, 1)",0.24477014037216213
2001-08-10,False,True,"(6, 1, 4, 1)",0.39139449182787167
2001-08-13,False,True,"(7, 1, 4, 1)",0.4353433053304943
2001-08-14,False,True,,
2001-08-15,False,True,,
2001-08-16,True,False,"(3, 1, 7, 3)",0.6345432660840133
2001-08-17,False,True,,
2001-08-20,False,True,,
2001-08-21,False,True,,
2001-08-22,False,True,,
2001-08-23,False,True,,
2001-08-24,False,True,"(2, 1, 6, 1)",0.33311459159607854
2001-08-27,False,True,"(2, 1, 6, 2)",0.24855451589628647
2001-08-28,False,True,"(3, 1, 2, 1)",0.4428655594147954
2001-08-29,True,False,"(6, 1, 4, 1)",0.6920144781578398
2001-08-30,False,True,"(6, 1, 7, 3)",0.7588670328753221
2001-08-31,False,True,"(6, 1, 2, 1)",0.14943224778286487
2001-09-04,True,False,"(2, 1, 6, 1)",0.8013448581435691
2001-09-05,False,True,"(2, 1, 6, 1)",0.3853073534963508
2001-09-06,False,True,,
2001-09-07,False,True,,
2001-09-10,False,True,"(9, 1, 4, 1)",0.2611037015327125
2001-09-17,False,True,,
2001-09-18,False,True,,
2001-09-19,False,True,,
2001-09-20,False,True,,
2001-09-21,True,False,"(2, 1, 2, 1)",0.6012553794878808
2001-09-24,True,False,,
2001-09-25,False,True,,
2001-09-26,False,True,,
2001-09-27,False,True,,
2001-09-28,False,True,,
2001-10-01,False,True,,
2001-10-02,False,True,,
2001-10-03,False,True,,
2001-10-04,True,False,"(3, 1, 7, 3)",0.9609018723973901
2001-10-05,True,False,"(2, 1, 7, 3)",0.9800024055496391
2001-10-08,True,False,"(2, 1, 7, 3)",0.9768196787196941
2001-10-09,False,True,"(3, 1, 2, 1)",0.9841852212414387
2001-10-10,True,False,"(2, 1, 7, 3)",0.977425515270532
2001-10-11,True,False,"(9, 1, 3, 1)",0.9046001167675047
2001-10-12,True,False,"(9, 3, 3, 1)",0.44055219679027724
2001-10-15,True,False,"(2, 1, 4, 1)",0.6530389448609761
2001-10-16,True,False,"(2, 1, 4, 1)",0.6537931888762467
2001-10-17,False,True,"(5, 1, 4, 1)",0.8551162931252938
2001-10-18,True,False,"(4, 1, 4, 1)",0.7882863962739995
2001-10-19,True,False,"(5, 1, 4, 1)",0.6420608671056268
2001-10-22,True,False,"(2, 1, 4, 1)",0.3103279797747366
2001-10-23,False,True,"(3, 1, 4, 1)",0.9304181797165375
2001-10-24,True,False,"(2, 1, 4, 1)",0.5267774334708468
2001-10-25,True,False,"(3, 1, 4, 1)",0.3223517053901097
2001-10-26,False,True,"(3, 1, 4, 1)",0.8394338467436475
2001-10-29,True,False,"(8, 1, 7, 3)",0.8509440050503296
2001-10-30,False,True,"(9, 1, 6, 4)",0.6954045802383738
2001-10-31,False,True,,
2001-11-01,True,False,"(5, 1, 7, 3)",0.8736153927064205
2001-11-02,False,True,"(2, 1, 6, 1)",0.8960920055320254
2001-11-05,True,False,"(2, 1, 4, 1)",0.828995786014785
2001-11-06,True,False,"(2, 1, 4, 1)",0.489217610847129
2001-11-07,True,False,"(2, 1, 4, 1)",0.44803286925491465
2001-11-08,False,True,"(7, 1, 4, 1)",0.9077785245334504
2001-11-09,True,False,"(7, 1, 4, 1)",0.9168683361349512
2001-11-12,False,True,"(3, 1, 4, 1)",0.8159795323293033
2001-11-13,False,True,"(2, 1, 4, 1)",0.4127835400572206
2001-11-14,True,False,"(2, 1, 4, 1)",0.7602386833826069
2001-11-15,False,True,"(2, 1, 4, 1)",0.8511173776632142
2001-11-16,True,False,"(4, 1, 4, 1)",0.8816863212669018
2001-11-19,True,False,"(3, 1, 4, 1)",0.8021536475607831
2001-11-20,False,True,"(2, 1, 4, 1)",0.9461615689204974
2001-11-21,True,False,"(2, 1, 4, 1)",0.9267766907595765
2001-11-23,False,True,"(3, 1, 4, 1)",0.957271106569471
2001-11-26,True,False,"(2, 1, 4, 1)",0.5270584095513771
2001-11-27,False,True,"(2, 1, 4, 1)",0.9406594954242387
2001-11-28,True,False,"(3, 1, 4, 1)",0.924778801306272
2001-11-29,False,True,"(4, 1, 4, 1)",0.9232668466115208
2001-11-30,True,False,"(4, 1, 4, 1)",0.6433997566618488
2001-12-03,False,True,"(2, 1, 4, 1)",0.930992628842518
2001-12-04,False,True,"(2, 1, 4, 1)",0.3654189178884137
2001-12-05,False,True,"(2, 1, 6, 2)",0.26033063506277554
2001-12-06,True,False,"(2, 1, 4, 1)",0.5369169173943329
2001-12-07,False,True,"(3, 1, 4, 1)",0.34382044251978394
2001-12-10,False,True,"(4, 1, 4, 1)",0.22503608616622311
2001-12-11,True,False,"(6, 1, 4, 1)",0.7729177535904351
2001-12-12,False,True,"(7, 1, 4, 1)",0.8505774612002825
2001-12-13,False,True,,
2001-12-14,False,True,,
2001-12-17,True,False,"(8, 1, 7, 3)",0.9021074935373664
2001-12-18,False,True,"(9, 1, 7, 3)",0.7336940717244324
2001-12-19,True,False,"(2, 1, 6, 1)",0.798881591951263
2001-12-20,False,True,"(3, 1, 2, 1)",0.8623504654927615
2001-12-21,True,False,"(2, 1, 7, 4)",0.8467745735491518
2001-12-24,False,True,"(3, 1, 7, 3)",0.8828284839472668
2001-12-26,True,False,"(2, 1, 6, 2)",0.7780980674312453
2001-12-27,True,False,"(2, 1, 4, 1)",0.5715884413605692
2001-12-28,True,False,"(2, 1, 4, 1)",0.4694527203322466
2001-12-31,False,True,"(3, 1, 4, 1)",0.7604677763319716
2002-01-02,False,True,"(2, 1, 4, 1)",0.16765128523140527
2002-01-03,False,True,"(2, 1, 4, 1)",0.24670680214629975
2002-01-04,False,True,"(2, 1, 4, 1)",0.12715925408753298
2002-01-07,False,True,"(4, 1, 4, 1)",0.33328348176534034
2002-01-08,False,True,"(5, 1, 4, 1)",0.3556524077765956
2002-01-09,True,False,"(9, 3, 6, 2)",0.6001758012035622
2002-01-10,False,True,,
2002-01-11,False,True,,
2002-01-14,True,False,"(6, 1, 2, 1)",0.8874549165156761
2002-01-15,True,False,"(7, 1, 6, 1)",0.8844511163356873
2002-01-16,False,True,,
2002-01-17,True,False,"(2, 1, 6, 2)",0.8316643842372179
2002-01-18,False,True,"(2, 1, 2, 1)",0.9315855957426796
2002-01-22,True,False,"(3, 1, 6, 2)",0.9349643518189084
2002-01-23,True,False,"(3, 1, 4, 1)",0.9305027508618856
2002-01-24,True,False,"(2, 1, 4, 1)",0.9432531687211467
