window_entry,hh_hl_counts,window_exit,lh_counts,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Total Trades per year
2,1,6,4,2000-01-03,2024-04-16,6110,100.0,1540.8259751004127,1440.8259751004127,16847.45748621135,100.0,455.5548929702115,57.15139408930162,1685,405,405,0,0.0,40.98765432098765,28.17365227236816,-15.941859144251188,5.3276516388620765,-2.3228670004941234,10 days 00:52:02.891566265,3 days 04:31:07.782426778,1.547947602297173,3.5575950002479324,0.7589387412546311,0.3105466621359664,1.191333822885743,1.1154548825902744,23.862520458265138
3,1,4,2,2000-01-03,2024-04-16,6110,100.0,1433.4607256585477,1333.4607256585477,16847.45748621135,100.0,647.5184368515883,48.28897235337633,781,418,417,1,-42.92167069053653,47.961630695443645,29.215146597981956,-16.63086553528673,4.7777985042473645,-2.8830808239674086,8 days 18:36:00,3 days 07:17:58.341013824,1.3057158789449343,3.30067720947023,0.7282913761045797,0.3570426006871578,1.1808049747092904,1.0561944255840416,24.628477905073648
2,1,4,2,2000-01-03,2024-04-16,6110,100.0,354.92968303193254,254.92968303193254,16847.45748621135,100.0,238.2137840514437,64.66941570730502,1925,508,508,0,0.0,42.125984251968504,29.679379804018353,-16.35295066406327,3.9547056217800587,-2.281428967275939,6 days 20:31:24.112149532,2 days 12:09:47.755102040,1.1777682969524497,0.5018300847085269,0.42157227542464915,0.12155681653001466,1.105828742760116,0.6015349316074755,29.93126022913257
2,1,4,1,2000-01-03,2024-04-16,6110,100.0,268.0520308432499,168.0520308432499,16847.45748621135,100.0,216.76667658821535,65.7565629675679,2311,537,537,0,0.0,42.64432029795158,33.26462656194104,-16.352950664063275,3.569461987921932,-2.1874982424041844,5 days 18:51:52.663755458,2 days 07:14:48.311688311,1.1328233149090505,0.3129460537118258,0.3598187143753584,0.09226724648159937,1.093139941140443,0.5095529327228413,31.639934533551553
2,1,2,2,2000-01-03,2024-04-16,6110,100.0,639.2059892155225,539.2059892155225,16847.45748621135,100.0,531.6528441038307,62.0382055633257,1222,624,623,1,-19.13954702869387,42.0545746388443,27.456921228585003,-16.630865535286734,4.502756125655072,-2.532042207172353,7 days 08:58:37.557251908,2 days 18:28:55.180055401,1.1592781688802583,0.8962207644369471,0.5221657798384207,0.18890155281984325,1.1114858050190923,0.7473606610578293,36.765957446808514
2,1,3,1,2000-01-03,2024-04-16,6110,100.0,346.9768378949944,246.97683789499442,16847.45748621135,100.0,299.91327679896995,64.46902574732066,1719,563,563,0,0.0,41.91829484902309,33.26462656194105,-16.352950664063282,3.722317401816052,-2.154821023225767,5 days 19:19:19.322033898,2 days 06:14:18.715596330,1.1434026941998912,0.43867999626109144,0.4189248981262025,0.1196712448774854,1.1063425072340607,0.5970966742109401,33.171849427168574
2,1,2,1,2000-01-03,2024-04-16,6110,100.0,362.94799795614847,262.94799795614847,16847.45748621135,100.0,307.37802333983564,64.46902574732063,1679,559,559,0,0.0,42.039355992844364,33.264626561941064,-16.352950664063265,3.72990180430961,-2.1562498076294694,5 days 21:02:17.872340425,2 days 06:17:46.666666666,1.1489751261787686,0.4703899784546466,0.42940711280085203,0.12416892278419037,1.1091457489383014,0.6121503941631573,32.93617021276596
3,1,4,4,2000-01-03,2024-04-16,6110,100.0,13398.778223590389,13298.778223590389,16847.45748621135,100.0,3237.0603523228024,45.53239510174416,877,417,416,1,-401.195467915084,49.75961538461539,38.7415854342326,-18.715323057430652,6.166518616874387,-3.2815470199624968,12 days 00:27:49.565217391,5 days 04:14:55.693779904,1.5995987660950475,32.93262906611897,1.0501851840080993,0.7464643354739825,1.2219871204338275,1.583389136825126,24.569558101472996
2,1,4,4,2000-01-03,2024-04-16,6110,100.0,10796.43365903685,10696.43365903685,16847.45748621135,100.0,2734.574707701759,53.15369972207987,952,393,392,1,-323.27427033796994,47.704081632653065,38.741585434232604,-18.715323057430652,7.027722125728462,-3.5941894370517673,13 days 18:59:40.748663101,5 days 09:07:54.146341463,1.4986985563111481,28.111499819833746,1.0033363268932245,0.6071246156602322,1.207856053318048,1.497356730580858,23.155482815057283
3,2,2,2,2000-01-03,2024-04-16,6110,100.0,460.92618165382834,360.92618165382834,16847.45748621135,100.0,186.33388299201656,32.24127392258646,909,381,380,1,-16.798060071001885,45.0,24.592625478955632,-13.498053858995243,3.991165978272377,-2.3418186941921615,7 days 09:15:47.368421052,2 days 22:02:52.248803827,1.3488242729869735,0.9940111624337651,0.5237881681998434,0.2964523432563772,1.1410744348809394,0.7612769386456133,22.44844517184943
3,2,3,2,2000-01-03,2024-04-16,6110,100.0,367.15265801233403,267.15265801233403,16847.45748621135,100.0,152.36719343284412,32.31064583482768,909,372,371,1,-13.380564285565356,44.474393530997304,24.592625478955615,-13.498053858995243,3.7673490924628745,-2.209581725336338,6 days 19:12:00,2 days 20:09:19.223300970,1.3321595516957185,0.756154237999727,0.47652496562457186,0.2500535107646028,1.1330830332470103,0.6969062983755947,21.918166939443534
4,2,2,2,2000-01-03,2024-04-16,6110,100.0,1053.2118881026674,953.2118881026674,16847.45748621135,100.0,355.05778778504737,32.864398295777846,901,342,341,1,-38.383405560435676,42.81524926686217,34.316543498285405,-13.498053858995235,5.338974163034579,-2.5112851051138514,10 days 07:53:25.479452054,3 days 17:06:27.692307692,1.4331614045608112,2.907904086988573,0.7099886526823548,0.45952714240428505,1.180633859454498,1.040544887965715,20.150572831423894
3,1,9,4,2000-01-03,2024-04-16,6110,100.0,905.0822354622252,805.0822354622252,16847.45748621135,100.0,321.6500800059933,49.70501116193337,1107,350,349,1,-27.10059715135708,46.13180515759313,30.00133269389534,-16.63086553528673,4.507760765929439,-2.4548478106793334,9 days 00:53:39.875776397,3 days 12:30:38.297872340,1.4411048296318685,2.3844780304114126,0.678159416999114,0.28296075781757474,1.1803010405764982,0.9891598537327017,20.621931260229132
3,2,4,3,2000-01-03,2024-04-16,6110,100.0,589.3419998333951,489.3419998333951,16847.45748621135,100.0,258.8094534758668,39.74039441051312,1212,365,364,1,-21.478064622071997,46.15384615384615,32.652828499533115,-13.498053858995245,3.9165441563332792,-2.2476437725959064,7 days 10:34:17.142857142,3 days 09:47:45.306122449,1.3491130454579623,1.4033518254271096,0.589360587719026,0.2812848805069368,1.1601139945585373,0.8710965804137993,21.50572831423895
3,1,6,4,2000-01-03,2024-04-16,6110,100.0,2573.3715483140827,2473.3715483140827,16847.45748621135,100.0,690.6811319221489,48.120779042398006,877,366,365,1,-77.05366752227519,46.3013698630137,30.00133269389534,-16.630865535286745,5.502080384541235,-2.7629912340172718,11 days 01:42:14.911242603,3 days 23:45:18.367346938,1.56078532352589,6.987466344757147,0.8521806261737043,0.4449589042425846,1.2077750928142335,1.247497157027364,21.564648117839607
2,1,5,4,2000-01-03,2024-04-16,6110,100.0,4804.7218302217225,4704.7218302217225,16847.45748621135,100.0,1355.6462535793642,53.724684534741606,1040,388,387,1,-143.86629815872038,44.44444444444444,30.46838825834413,-16.63086553528673,6.130669362508766,-2.7623339122857997,11 days 17:34:53.023255814,4 days 04:07:48.837209302,1.519509109558925,12.528651494523103,0.9442633307880639,0.4844304967543242,1.2202781994028677,1.4214422919324747,22.86088379705401
5,1,2,2,2000-01-03,2024-04-16,6110,100.0,3439.064345701347,3339.0643457013466,16847.45748621135,100.0,937.0456473205638,41.05660330367532,1104,384,383,1,-102.97483892482978,39.947780678851174,48.4827473356937,-16.630865535286734,7.746644581879501,-3.13739243507034,15 days 14:44:42.352941176,4 days 17:44:20.869565217,1.4718610567952817,8.987047479441696,0.8346755569405129,0.5731918312447111,1.1741228439363216,1.253463101757459,22.625204582651392
5,1,2,1,2000-01-03,2024-04-16,6110,100.0,3107.90464336039,3007.90464336039,16847.45748621135,100.0,930.4022202331515,43.89664602895655,821,368,367,1,-93.05902648893289,40.59945504087194,48.4827473356937,-16.63086553528673,6.908000511100143,-2.7547908249539725,14 days 06:07:14.899328859,4 days 08:41:50.091743119,1.4808914837839335,8.44949228841778,0.849496995598733,0.5191369331192521,1.190735435620202,1.2815657654692367,21.682487725040918
3,1,4,3,2000-01-03,2024-04-16,6110,100.0,3162.8328650524795,3062.8328650524795,16847.45748621135,100.0,1174.9196208148824,44.951521798444254,775,380,379,1,-94.70372522457637,50.131926121372025,34.42769380598843,-16.63086553528673,5.348107476809621,-3.1788950892173053,10 days 12:22:44.210526315,4 days 10:47:37.142857142,1.3614391988809662,8.331231108910437,0.8698100029114006,0.5098146532804309,1.2045834414501946,1.288750739492942,22.389525368248773
2,1,8,1,2000-01-03,2024-04-16,6110,100.0,174.71383025129347,74.71383025129346,16847.45748621135,100.0,111.82547409480647,60.03146548599675,2527,440,440,0,0.0,43.40909090909091,33.26462656194106,-15.941859144251191,3.282262572602913,-2.1621420449206994,5 days 21:06:35.811518324,2 days 09:20:57.831325301,1.118554663358442,0.16980415966203033,0.26225510191790524,0.056461044601143366,1.0719136236308995,0.36757135726192247,25.924713584288053
2,1,6,3,2000-01-03,2024-04-16,6110,100.0,251.26277603159656,151.26277603159656,16847.45748621135,100.0,154.15340761640766,63.61700456237893,2514,462,462,0,0.0,40.04329004329004,27.456921228584978,-15.941859144251188,3.9068434683107145,-2.1334919357611866,7 days 03:22:22.702702702,2 days 13:36:10.397111913,1.168441195073695,0.3274086061289967,0.35050973134276353,0.08894048756448596,1.0903823534244357,0.49626902972670034,27.220949263502455
2,1,6,1,2000-01-03,2024-04-16,6110,100.0,164.26660517396516,64.26660517396516,16847.45748621135,100.0,120.62350993612928,65.95440645189865,2734,481,481,0,0.0,42.20374220374221,33.264626561941064,-15.941859144251183,3.3556874282297193,-2.143549325264494,5 days 21:38:07.684729064,2 days 08:12:05.179856115,1.0923817092271808,0.13361040576707994,0.24464502455920872,0.045627247475718315,1.0649524027011978,0.341376297889644,28.340425531914892
2,1,8,2,2000-01-03,2024-04-16,6110,100.0,183.86808030770172,83.86808030770172,16847.45748621135,100.0,114.8915371955333,60.03146548599675,2528,438,438,0,0.0,43.60730593607306,29.679379804018346,-15.9418591442512,3.2743438828866975,-2.1563031259320744,5 days 23:44:55.287958115,2 days 09:13:50.769230769,1.1309164535810765,0.19147963540571133,0.27613670370296556,0.061723280214388956,1.0756585229376996,0.38756852670355396,25.80687397708674
2,1,6,2,2000-01-03,2024-04-16,6110,100.0,172.59994291745394,72.59994291745394,16847.45748621135,100.0,122.67545518599839,66.52863309608735,2734,477,477,0,0.0,41.719077568134175,29.679379804018357,-15.941859144251211,3.4239647782072766,-2.1275122881423334,6 days 04:13:15.979899497,2 days 09:24:36.258992805,1.1031241731671173,0.15220113819172942,0.25719067965928927,0.049817392031547815,1.067614359116098,0.3600902707087731,28.104746317512276
2,1,8,5,2000-01-03,2024-04-16,6110,100.0,702.2920884503571,602.2920884503571,16847.45748621135,100.0,243.45581175181403,55.70550944758735,1594,376,376,0,0.0,40.95744680851064,34.30810467931166,-15.941859144251188,5.0170752266732475,-2.3716472149006607,10 days 05:08:34.285714285,3 days 03:21:04.864864864,1.3987732953708627,1.6018406607722255,0.5967810561656194,0.22168448020450193,1.1514454022902394,0.8684792921501523,22.153846153846153
2,1,7,5,2000-01-03,2024-04-16,6110,100.0,1149.3854226291724,1049.3854226291724,16847.45748621135,100.0,303.3129157058408,62.19516587592528,1320,358,358,0,0.0,41.340782122905026,34.30810467931166,-15.9418591442512,5.829433702555841,-2.6594626535198427,12 days 07:47:01.621621621,3 days 15:46:17.142857142,1.5034034847071849,2.931244197288189,0.6832771556761574,0.25250351058085035,1.1640350219031153,0.9972826833276569,21.09328968903437
4,1,5,2,2000-01-03,2024-04-16,6110,100.0,1256.280805470175,1156.280805470175,16847.45748621135,100.0,410.2141650745308,61.39058985277348,1014,355,354,1,-37.616427197515804,44.06779661016949,33.61475976299591,-16.630865535286738,5.868399000886965,-3.0256046067037774,11 days 15:13:50.769230769,4 days 05:56:21.818181818,1.3849351386285098,3.372591052733581,0.6976569233830298,0.2658518622319786,1.165913304025274,1.0260694626708406,20.916530278232408
4,1,4,2,2000-01-03,2024-04-16,6110,100.0,1185.1869043509585,1085.1869043509585,16847.45748621135,100.0,377.1251958231557,62.53767926313791,1156,347,346,1,-35.487684527888405,43.641618497109825,33.61475976299592,-16.630865535286723,6.045640979610009,-3.0852553165489542,12 days 02:42:07.152317880,4 days 08:36:55.384615384,1.3785423916244788,3.2389438984937744,0.6818291500773682,0.25451382052144095,1.1613636233226539,0.9996743259047893,20.44517184942717
4,1,6,3,2000-01-03,2024-04-16,6110,100.0,1106.4228699067776,1006.4228699067776,16847.45748621135,100.0,320.6730574975066,61.24251004447922,1417,342,341,1,-33.12927743088335,43.988269794721404,31.32490820918167,-16.630865535286738,5.920340241398557,-3.0646510602536625,12 days 03:40:48,4 days 10:25:45.549738219,1.4278410920778837,3.0485400215180682,0.6701155845244694,0.25213669563299995,1.1582911595033991,0.9814153124837444,20.150572831423894
3,2,3,3,2000-01-03,2024-04-16,6110,100.0,1595.297805874887,1495.297805874887,16847.45748621135,100.0,710.7533723587954,36.51116402297706,910,365,364,1,-58.13926272981848,46.15384615384615,32.65282849953312,-13.498053858995233,4.5831829571285425,-2.267700005164618,8 days 16:00:00,3 days 16:46:31.836734693,1.3884557213137203,4.26768425440854,0.8170125519328015,0.49280281169089585,1.215020484091122,1.2506934648358712,21.50572831423895
