"
ma_window","
ma_window","
split_idx","Start
","End
","Period
","Start Value
","End Value
","Total Return [%]
","Benchmark Return [%]
","Max Gross Exposure [%]
","Total Fees Paid
","Max Drawdown [%]
","Max Drawdown Duration
","Total Trades
","Total Closed Trades
","Total Open Trades
","Open Trade PnL
","Win Rate [%]
","Best Trade [%]
","Worst Trade [%]
","Avg Winning Trade [%]
","Avg Losing Trade [%]
","Avg Winning Trade Duration
","Avg Losing Trade Duration
","Profit Factor
","Expectancy
","Sharpe Ratio
","Calmar Ratio
","Omega Ratio
","Sortino Ratio
"
"","",8,0,251,252 days,100.0,159.991209,59.991209,49.448649,100.0,0.0,14.701493,73 days,2,1,1,5.601544,100.000000,54.389665,54.389665,54.389665,NaN,129 days,NaT,inf,54.389665,2.071251,6.633474,1.470531,3.580900
"","",9,0,251,252 days,100.0,124.587706,24.587706,169.717624,100.0,0.0,7.756384,16 days,1,0,1,24.587706,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.841551,4.834106,1.605947,2.666453
"","",10,0,251,252 days,100.0,143.688156,43.688156,131.497585,100.0,0.0,7.756384,16 days,1,0,1,43.688156,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.512849,8.902111,1.725783,4.053483
"","",11,0,251,252 days,100.0,141.469265,41.469265,90.433905,100.0,0.0,9.023246,32 days,1,0,1,41.469265,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.177278,7.234672,1.511013,3.427342
"","",12,0,251,252 days,100.0,141.289355,41.289355,66.931638,100.0,0.0,9.023246,45 days,1,1,0,0.000000,100.000000,41.289355,41.289355,41.289355,NaN,151 days,NaT,inf,41.289355,2.138536,7.200941,1.486786,3.351238
"","",13,0,251,252 days,100.0,101.877762,1.877762,54.274231,100.0,0.0,7.025519,23 days,2,1,1,4.552854,0.000000,-2.675092,-2.675092,NaN,-2.675092,NaT,15 days 00:00:00,0.000000,-2.675092,0.316949,0.388752,1.149288,0.469047
"","",14,0,251,252 days,100.0,106.532698,6.532698,61.024533,100.0,0.0,7.025519,23 days,2,1,1,9.207790,0.000000,-2.675092,-2.675092,NaN,-2.675092,NaT,15 days 00:00:00,0.000000,-2.675092,0.720491,1.366306,1.213612,1.088073
"","",15,0,251,252 days,100.0,113.964492,13.964492,56.037917,100.0,0.0,9.020941,23 days,3,2,1,3.511848,50.000000,13.488567,-2.675092,13.488567,-2.675092,71 days,15 days 00:00:00,4.907396,5.226322,1.097872,2.310644,1.280282,1.768187
"","",16,0,251,252 days,100.0,94.920240,-5.079760,19.323915,100.0,0.0,17.924692,23 days,3,3,0,0.000000,33.333333,13.488567,-14.062500,13.488567,-8.368796,71 days,25 days 12:00:00,0.721007,-1.693253,-0.202734,-0.405753,0.960605,-0.276848
"","",17,0,251,252 days,100.0,94.920240,-5.079760,-1.804827,100.0,0.0,17.924692,48 days,3,3,0,0.000000,33.333333,13.488567,-14.062500,13.488567,-8.368796,71 days,25 days 12:00:00,0.721007,-1.693253,-0.202734,-0.405753,0.960605,-0.276848
"","",18,0,251,252 days,100.0,97.529237,-2.470763,-2.346845,100.0,0.0,17.924692,82 days,2,2,0,0.000000,50.000000,13.488567,-14.062500,13.488567,-14.062500,71 days,36 days 00:00:00,0.845184,-1.235381,-0.054654,-0.198540,0.988514,-0.074993
"","",19,0,251,252 days,100.0,75.062580,-24.937420,-6.721865,100.0,0.0,29.534834,116 days,2,2,0,0.000000,0.000000,-12.654452,-14.062500,NaN,-13.358476,NaT,26 days 12:00:00,0.000000,-12.468710,-1.882580,-1.151091,0.547940,-2.158681
15,55,0,0,251,252 days,100.0,82.127948,-17.872052,12.233055,100.0,0.0,19.306390,65 days,2,2,0,0.000000,0.0,-6.331136,-12.320973,NaN,-9.326055,NaT,20 days 12:00:00,0.000000,-8.936026,-1.897189,-1.285178,0.521627,-2.172829
"","",1,0,251,252 days,100.0,82.923376,-17.076624,-4.137931,100.0,0.0,19.306390,99 days,3,2,1,0.795428,0.0,-6.331136,-12.320973,NaN,-9.326055,NaT,20 days 12:00:00,0.000000,-8.936026,-1.758002,-1.230428,0.564607,-2.040051
"","",2,0,251,252 days,100.0,63.584531,-36.415469,-37.732028,100.0,0.0,37.525952,133 days,3,3,0,0.000000,0.0,-6.331136,-22.578692,NaN,-13.743601,NaT,17 days 16:00:00,0.000000,-12.138490,-3.078748,-1.281766,0.357722,-3.276961
"","",3,0,251,252 days,100.0,71.454068,-28.545932,-31.156419,100.0,0.0,38.094489,168 days,4,3,1,7.869536,0.0,-6.331136,-22.578692,NaN,-13.743601,NaT,17 days 16:00:00,0.000000,-12.138490,-1.919165,-1.011776,0.598601,-2.257985
"","",4,0,251,252 days,100.0,88.179853,-11.820147,-6.756252,100.0,0.0,35.688026,163 days,3,2,1,20.297604,0.0,-12.320973,-22.578692,NaN,-17.449833,NaT,19 days 00:00:00,0.000000,-16.058875,-0.464188,-0.466722,0.891577,-0.643767
"","",5,0,251,252 days,100.0,126.700392,26.700392,29.639547,100.0,0.0,24.830330,90 days,2,1,1,49.279085,0.0,-22.578692,-22.578692,NaN,-22.578692,NaT,12 days 00:00:00,0.000000,-22.578692,1.196149,1.646577,1.354443,2.001184
"","",6,0,251,252 days,100.0,132.497932,32.497932,38.860759,100.0,0.0,24.830330,90 days,2,1,1,55.076624,0.0,-22.578692,-22.578692,NaN,-22.578692,NaT,12 days 00:00:00,0.000000,-22.578692,1.337470,2.026448,1.338805,2.223867
"","",7,0,251,252 days,100.0,159.034616,59.034616,51.770207,100.0,0.0,14.701493,38 days,2,1,1,5.576478,100.0,53.458138,53.458138,53.458138,NaN,129 days,NaT,inf,53.458138,2.183911,6.517277,1.591333,4.097612
"","",8,0,251,252 days,100.0,161.274540,61.274540,49.448649,100.0,0.0,14.701493,73 days,2,1,1,7.816402,100.0,53.458138,53.458138,53.458138,NaN,129 days,NaT,inf,53.458138,2.107053,6.789850,1.483869,3.647305
"","",9,0,251,252 days,100.0,126.349399,26.349399,169.717624,100.0,0.0,7.756384,16 days,1,0,1,26.349399,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.962037,5.198312,1.666800,2.852640
"","",10,0,251,252 days,100.0,145.719933,45.719933,131.497585,100.0,0.0,7.756384,16 days,1,0,1,45.719933,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.614716,9.349897,1.773109,4.235164
"","",11,0,251,252 days,100.0,143.469667,43.469667,90.433905,100.0,0.0,9.023246,32 days,1,0,1,43.469667,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.266341,7.611009,1.540870,3.578225
"","",12,0,251,252 days,100.0,141.842785,41.842785,66.931638,100.0,0.0,9.023246,45 days,1,1,0,0.000000,100.0,41.842785,41.842785,41.842785,NaN,151 days,NaT,inf,41.842785,2.163685,7.304762,1.494440,3.395571
"","",13,0,251,252 days,100.0,105.107952,5.107952,54.274231,100.0,0.0,7.025519,19 days,1,0,1,5.107952,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.717952,1.065027,1.343863,1.129882
"","",14,0,251,252 days,100.0,109.910479,9.910479,61.024533,100.0,0.0,7.025519,20 days,1,0,1,9.910479,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.007543,2.087792,1.302512,1.571467
"","",15,0,251,252 days,100.0,115.774034,15.774034,56.037917,100.0,0.0,9.020941,23 days,2,1,1,3.567610,100.0,12.206424,12.206424,12.206424,NaN,91 days,NaT,inf,12.206424,1.194276,2.619819,1.298368,1.950384
"","",16,0,251,252 days,100.0,96.427396,-3.572604,19.323915,100.0,0.0,18.061739,57 days,2,1,1,-15.779028,100.0,12.206424,12.206424,12.206424,NaN,91 days,NaT,inf,12.206424,-0.100453,-0.284185,0.980718,-0.138718
"","",17,0,251,252 days,100.0,103.623775,3.623775,-1.804827,100.0,0.0,18.061739,92 days,2,2,0,0.000000,50.0,12.206424,-7.648983,12.206424,-7.648983,91 days,37 days 00:00:00,1.422221,1.811887,0.328993,0.292944,1.067464,0.485341
"","",18,0,251,252 days,100.0,92.351017,-7.648983,-2.346845,100.0,0.0,17.924692,82 days,1,1,0,0.000000,0.0,-7.648983,-7.648983,NaN,-7.648983,NaT,37 days 00:00:00,0.000000,-7.648983,-0.586468,-0.607326,0.788006,-0.794463
"","",19,0,251,252 days,100.0,83.877320,-16.122680,-6.721865,100.0,0.0,21.221548,116 days,2,2,0,0.000000,0.0,-7.648983,-9.175532,NaN,-8.412257,NaT,27 days 00:00:00,0.000000,-8.061340,-1.028543,-1.059368,0.718071,-1.303951
16,56,0,0,251,252 days,100.0,83.072577,-16.927423,12.233055,100.0,0.0,18.003323,65 days,2,2,0,0.000000,0.0,-6.759443,-10.905104,NaN,-8.832274,NaT,19 days 12:00:00,0.000000,-8.463711,-1.800239,-1.308444,0.531347,-2.067120
"","",1,0,251,252 days,100.0,82.234456,-17.765544,-4.137931,100.0,0.0,19.155008,99 days,3,2,1,-0.838121,0.0,-6.759443,-10.905104,NaN,-8.832274,NaT,19 days 12:00:00,0.000000,-8.463711,-1.886414,-1.287960,0.525272,-2.163122
"","",2,0,251,252 days,100.0,66.063652,-33.936348,-37.732028,100.0,0.0,37.760386,133 days,3,3,0,0.000000,0.0,-6.759443,-20.474777,NaN,-12.713108,NaT,17 days 00:00:00,0.000000,-11.312116,-2.724345,-1.195514,0.401032,-2.999398
"","",3,0,251,252 days,100.0,74.921833,-25.078167,-31.156419,100.0,0.0,37.760386,168 days,4,3,1,8.858181,0.0,-6.759443,-20.474777,NaN,-12.713108,NaT,17 days 00:00:00,0.000000,-11.312116,-1.594057,-0.905088,0.648563,-1.925591
"","",4,0,251,252 days,100.0,92.884062,-7.115938,-6.756252,100.0,0.0,36.368478,163 days,3,2,1,22.031148,0.0,-10.905104,-20.474777,NaN,-15.689941,NaT,18 days 12:00:00,0.000000,-14.573543,-0.204953,-0.278817,0.950097,-0.289415
"","",5,0,251,252 days,100.0,131.338691,31.338691,29.639547,100.0,0.0,24.139976,75 days,2,1,1,51.813468,0.0,-20.474777,-20.474777,NaN,-20.474777,NaT,12 days 00:00:00,0.000000,-20.474777,1.341869,2.005646,1.406876,2.273639
"","",6,0,251,252 days,100.0,137.348469,37.348469,38.860759,100.0,0.0,24.139976,75 days,2,1,1,57.823246,0.0,-20.474777,-20.474777,NaN,-20.474777,NaT,12 days 00:00:00,0.000000,-20.474777,1.475184,2.417269,1.381071,2.480782
"","",7,0,251,252 days,100.0,159.428607,59.428607,51.770207,100.0,0.0,14.701493,38 days,2,1,1,4.561118,100.0,54.867489,54.867489,54.867489,NaN,128 days,NaT,inf,54.867489,2.196388,6.565097,1.600620,4.125185
"","",8,0,251,252 days,100.0,161.674080,61.674080,49.448649,100.0,0.0,14.701493,73 days,2,1,1,6.806591,100.0,54.867489,54.867489,54.867489,NaN,128 days,NaT,inf,54.867489,2.118432,6.838648,1.490240,3.669277
"","",9,0,251,252 days,100.0,125.509742,25.509742,169.717624,100.0,0.0,7.756384,16 days,1,0,1,25.509742,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.909891,5.024438,1.648619,2.774860
"","",10,0,251,252 days,100.0,144.751548,44.751548,131.497585,100.0,0.0,7.756384,16 days,1,0,1,44.751548,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.571165,9.136122,1.759952,4.163085
"","",11,0,251,252 days,100.0,142.516236,42.516236,90.433905,100.0,0.0,9.023246,32 days,1,0,1,42.516236,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.227287,7.431343,1.531389,3.515502
"","",12,0,251,252 days,100.0,142.501133,42.501133,66.931638,100.0,0.0,9.023246,45 days,1,1,0,0.000000,100.0,42.501133,42.501133,42.501133,NaN,151 days,NaT,inf,42.501133,2.189118,7.428502,1.500667,3.438337
"","",13,0,251,252 days,100.0,104.458865,4.458865,54.274231,100.0,0.0,7.025519,19 days,1,0,1,4.458865,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.636564,0.928376,1.304204,0.999567
"","",14,0,251,252 days,100.0,109.231735,9.231735,61.024533,100.0,0.0,7.025519,20 days,1,0,1,9.231735,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.947171,1.942004,1.284060,1.475613
"","",15,0,251,252 days,100.0,116.722221,16.722221,56.037917,100.0,0.0,9.020941,23 days,2,1,1,3.596828,100.0,13.125393,13.125393,13.125393,NaN,91 days,NaT,inf,13.125393,1.252178,2.782694,1.313805,2.051296
"","",16,0,251,252 days,100.0,97.217134,-2.782866,19.323915,100.0,0.0,17.924692,23 days,2,1,1,-15.908258,100.0,13.125393,13.125393,13.125393,NaN,91 days,NaT,inf,13.125393,-0.050442,-0.223460,0.990296,-0.069808
"","",17,0,251,252 days,100.0,104.472451,4.472451,-1.804827,100.0,0.0,17.924692,48 days,2,2,0,0.000000,50.0,13.125393,-7.648983,13.125393,-7.648983,91 days,37 days 00:00:00,1.516871,2.236225,0.375011,0.364993,1.077043,0.554251
"","",18,0,251,252 days,100.0,92.351017,-7.648983,-2.346845,100.0,0.0,17.924692,82 days,1,1,0,0.000000,0.0,-7.648983,-7.648983,NaN,-7.648983,NaT,37 days 00:00:00,0.000000,-7.648983,-0.586468,-0.607326,0.788006,-0.794463
"","",19,0,251,252 days,100.0,83.710345,-16.289655,-6.721865,100.0,0.0,21.378373,116 days,2,2,0,0.000000,0.0,-7.648983,-9.356337,NaN,-8.502660,NaT,26 days 12:00:00,0.000000,-8.144828,-1.041591,-1.062047,0.714521,-1.320368
17,57,0,0,251,252 days,100.0,85.932500,-14.067500,12.233055,100.0,0.0,18.003323,65 days,2,2,0,0.000000,0.0,-4.616636,-9.908293,NaN,-7.262465,NaT,19 days 12:00:00,0.000000,-7.033750,-1.477984,-1.095092,0.595976,-1.717519
"","",1,0,251,252 days,100.0,85.065525,-14.934475,-4.137931,100.0,0.0,18.250499,99 days,3,2,1,-0.866975,0.0,-4.616636,-9.908293,NaN,-7.262465,NaT,19 days 12:00:00,0.000000,-7.033750,-1.567472,-1.144398,0.586731,-1.818730
"","",2,0,251,252 days,100.0,68.338012,-31.661988,-37.732028,100.0,0.0,37.064038,133 days,3,3,0,0.000000,0.0,-4.616636,-20.474777,NaN,-11.666569,NaT,17 days 00:00:00,0.000000,-10.553996,-2.505528,-1.143607,0.432456,-2.773575
"","",3,0,251,252 days,100.0,76.915856,-23.084144,-31.156419,100.0,0.0,37.064038,168 days,4,3,1,8.577844,0.0,-4.616636,-20.474777,NaN,-11.666569,NaT,17 days 00:00:00,0.000000,-10.553996,-1.445928,-0.853225,0.673094,-1.754250
"","",4,0,251,252 days,100.0,93.213950,-6.786050,-6.756252,100.0,0.0,35.656557,163 days,3,2,1,21.568320,0.0,-9.908293,-20.474777,NaN,-15.191535,NaT,19 days 00:00:00,0.000000,-14.177185,-0.187649,-0.271410,0.954285,-0.265124
"","",5,0,251,252 days,100.0,130.346810,30.346810,29.639547,100.0,0.0,24.139976,75 days,2,1,1,50.821588,0.0,-20.474777,-20.474777,NaN,-20.474777,NaT,12 days 00:00:00,0.000000,-20.474777,1.309342,1.938509,1.396912,2.217960
"","",6,0,251,252 days,100.0,136.311202,36.311202,38.860759,100.0,0.0,24.139976,75 days,2,1,1,56.785979,0.0,-20.474777,-20.474777,NaN,-20.474777,NaT,12 days 00:00:00,0.000000,-20.474777,1.444286,2.345636,1.373011,2.428307
"","",7,0,251,252 days,100.0,164.015254,64.015254,51.770207,100.0,0.0,14.701493,38 days,2,1,1,4.692338,100.0,59.322917,59.322917,59.322917,NaN,128 days,NaT,inf,59.322917,2.305160,7.125677,1.635169,4.362477
"","",8,0,251,252 days,100.0,166.325329,66.325329,49.448649,100.0,0.0,14.701493,58 days,2,1,1,7.002412,100.0,59.322917,59.322917,59.322917,NaN,128 days,NaT,inf,59.322917,2.221059,7.410700,1.517345,3.872149
"","",9,0,251,252 days,100.0,125.509742,25.509742,169.717624,100.0,0.0,7.756384,16 days,1,0,1,25.509742,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.909891,5.024438,1.648619,2.774860
"","",10,0,251,252 days,100.0,144.751548,44.751548,131.497585,100.0,0.0,7.756384,16 days,1,0,1,44.751548,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.571165,9.136122,1.759952,4.163085
"","",11,0,251,252 days,100.0,142.516236,42.516236,90.433905,100.0,0.0,9.023246,32 days,1,0,1,42.516236,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.227287,7.431343,1.531389,3.515502
"","",12,0,251,252 days,100.0,141.806374,41.806374,66.931638,100.0,0.0,9.023246,45 days,1,1,0,0.000000,100.0,41.806374,41.806374,41.806374,NaN,152 days,NaT,inf,41.806374,2.159735,7.297926,1.490979,3.391382
"","",13,0,251,252 days,100.0,103.109825,3.109825,54.274231,100.0,0.0,7.025519,19 days,1,0,1,3.109825,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.466665,0.645581,1.220699,0.725182
"","",14,0,251,252 days,100.0,107.821056,7.821056,61.024533,100.0,0.0,7.025519,20 days,1,0,1,7.821056,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.822158,1.640304,1.245208,1.273787
"","",15,0,251,252 days,100.0,117.218912,17.218912,56.037917,100.0,0.0,9.020941,22 days,2,1,1,3.612134,100.0,13.606778,13.606778,13.606778,NaN,92 days,NaT,inf,13.606778,1.271439,2.868250,1.317072,2.098489
"","",16,0,251,252 days,100.0,97.630824,-2.369176,19.323915,100.0,0.0,17.924692,22 days,2,1,1,-15.975953,100.0,13.606778,13.606778,13.606778,NaN,92 days,NaT,inf,13.606778,-0.022807,-0.190421,0.995624,-0.031745
"","",17,0,251,252 days,100.0,102.935501,2.935501,-1.804827,100.0,0.0,17.924692,48 days,2,2,0,0.000000,50.0,13.606778,-9.393169,13.606778,-9.393169,92 days,38 days 00:00:00,1.275084,1.467751,0.290754,0.238757,1.058488,0.429838
"","",18,0,251,252 days,100.0,90.606831,-9.393169,-2.346845,100.0,0.0,17.924692,82 days,1,1,0,0.000000,0.0,-9.393169,-9.393169,NaN,-9.393169,NaT,38 days 00:00:00,0.000000,-9.393169,-0.739761,-0.742748,0.745029,-0.994719
"","",19,0,251,252 days,100.0,81.159955,-18.840045,-6.721865,100.0,0.0,23.773725,116 days,2,2,0,0.000000,0.0,-9.393169,-10.426230,NaN,-9.909699,NaT,26 days 12:00:00,0.000000,-9.420022,-1.238669,-1.097528,0.670725,-1.561143
18,58,0,0,251,252 days,100.0,82.836058,-17.163942,12.233055,100.0,0.0,19.286118,65 days,2,2,0,0.000000,0.0,-7.448715,-10.497128,NaN,-8.972922,NaT,19 days 00:00:00,0.0,-8.581971,-1.886532,-1.237749,0.505523,-2.147121
"","",1,0,251,252 days,100.0,83.168466,-16.831534,-4.137931,100.0,0.0,19.286118,99 days,3,2,1,0.332408,0.0,-7.448715,-10.497128,NaN,-8.972922,NaT,19 days 00:00:00,0.0,-8.581971,-1.841279,-1.214786,0.519368,-2.098990
"","",2,0,251,252 days,100.0,66.813995,-33.186005,-37.732028,100.0,0.0,37.166104,133 days,3,3,0,0.000000,0.0,-7.448715,-19.341894,NaN,-12.429246,NaT,16 days 08:00:00,0.0,-11.062002,-2.692249,-1.190287,0.392289,-2.954020
"","",3,0,251,252 days,100.0,72.940158,-27.059842,-31.156419,100.0,0.0,37.166104,168 days,4,3,1,6.126163,0.0,-7.448715,-19.341894,NaN,-12.429246,NaT,16 days 08:00:00,0.0,-11.062002,-1.805800,-0.987006,0.597662,-2.149227
"","",4,0,251,252 days,100.0,91.100743,-8.899257,-6.756252,100.0,0.0,34.739947,163 days,3,2,1,18.909422,0.0,-10.497128,-19.341894,NaN,-14.919511,NaT,18 days 00:00:00,0.0,-13.904339,-0.303611,-0.363508,0.925530,-0.426130
"","",5,0,251,252 days,100.0,128.229886,28.229886,29.639547,100.0,0.0,24.139976,87 days,2,1,1,47.571780,0.0,-19.341894,-19.341894,NaN,-19.341894,NaT,11 days 00:00:00,0.0,-19.341894,1.245188,1.795986,1.381746,2.101659
"","",6,0,251,252 days,100.0,134.097412,34.097412,38.860759,100.0,0.0,24.139976,87 days,2,1,1,53.439306,0.0,-19.341894,-19.341894,NaN,-19.341894,NaT,11 days 00:00:00,0.0,-19.341894,1.383787,2.193571,1.360425,2.318985
"","",7,0,251,252 days,100.0,161.092074,61.092074,51.770207,100.0,0.0,14.701493,38 days,2,1,1,6.381288,100.0,54.710786,54.710786,54.710786,NaN,128 days,NaT,inf,54.710786,2.239785,6.767582,1.621489,4.223448
"","",8,0,251,252 days,100.0,163.360976,63.360976,49.448649,100.0,0.0,14.701493,57 days,2,1,1,8.650191,100.0,54.710786,54.710786,54.710786,NaN,128 days,NaT,inf,54.710786,2.158905,7.045276,1.505383,3.750699
"","",9,0,251,252 days,100.0,126.947754,26.947754,169.717624,100.0,0.0,7.756384,16 days,1,0,1,26.947754,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.007243,5.322534,1.700983,2.924120
"","",10,0,251,252 days,100.0,146.410021,46.410021,131.497585,100.0,0.0,7.756384,16 days,1,0,1,46.410021,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.653209,9.502626,1.800055,4.307335
"","",11,0,251,252 days,100.0,144.149099,44.149099,90.433905,100.0,0.0,9.023246,32 days,1,0,1,44.149099,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.299147,7.739368,1.556374,3.635889
"","",12,0,251,252 days,100.0,143.431103,43.431103,66.931638,100.0,0.0,9.023246,45 days,1,1,0,0.000000,100.0,43.431103,43.431103,43.431103,NaN,151 days,NaT,inf,43.431103,2.229972,7.603731,1.513684,3.508015
"","",13,0,251,252 days,100.0,103.109825,3.109825,54.274231,100.0,0.0,7.025519,19 days,1,0,1,3.109825,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.466665,0.645581,1.220699,0.725182
"","",14,0,251,252 days,100.0,107.821056,7.821056,61.024533,100.0,0.0,7.025519,20 days,1,0,1,7.821056,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.822158,1.640304,1.245208,1.273787
"","",15,0,251,252 days,100.0,117.346833,17.346833,56.037917,100.0,0.0,9.020941,22 days,1,0,1,17.346833,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.279510,2.890311,1.319083,2.111799
"","",16,0,251,252 days,100.0,97.737370,-2.262630,19.323915,100.0,0.0,17.924692,22 days,1,0,1,-2.262630,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,-0.016263,-0.181901,0.996880,-0.022636
"","",17,0,251,252 days,100.0,103.047836,3.047836,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,3.047836,3.047836,3.047836,NaN,131 days,NaT,inf,3.047836,0.296861,0.247955,1.059717,0.438869
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,93.518941,-6.481059,-6.721865,100.0,0.0,16.006669,23 days,1,1,0,0.000000,0.0,-6.481059,-6.481059,NaN,-6.481059,NaT,14 days 00:00:00,0.0,-6.481059,-0.661926,-0.577833,0.684052,-0.791165
19,59,0,0,251,252 days,100.0,83.503592,-16.496408,12.233055,100.0,0.0,19.286118,65 days,2,2,0,0.000000,0.0,-6.121212,-11.051693,NaN,-8.586453,NaT,19 days 00:00:00,0.0,-8.248204,-1.814187,-1.191593,0.516709,-2.069340
"","",1,0,251,252 days,100.0,83.838679,-16.161321,-4.137931,100.0,0.0,19.286118,99 days,3,2,1,0.335087,0.0,-6.121212,-11.051693,NaN,-8.586453,NaT,19 days 00:00:00,0.0,-8.248204,-1.768809,-1.168361,0.530790,-2.020844
"","",2,0,251,252 days,100.0,66.380664,-33.619336,-37.732028,100.0,0.0,37.555427,133 days,3,3,0,0.000000,0.0,-6.121212,-20.505618,NaN,-12.559508,NaT,16 days 16:00:00,0.0,-11.206445,-2.736067,-1.191875,0.388341,-3.000625
"","",3,0,251,252 days,100.0,69.298848,-30.701152,-31.156419,100.0,0.0,39.399213,168 days,4,3,1,2.918184,0.0,-6.121212,-20.505618,NaN,-12.559508,NaT,16 days 16:00:00,0.0,-11.206445,-2.187036,-1.045953,0.530772,-2.526513
"","",4,0,251,252 days,100.0,85.328912,-14.671088,-6.756252,100.0,0.0,37.059281,163 days,3,2,1,14.620006,0.0,-11.051693,-20.505618,NaN,-15.778656,NaT,19 days 00:00:00,0.0,-14.645547,-0.635356,-0.553999,0.850260,-0.874418
"","",5,0,251,252 days,100.0,120.854503,20.854503,29.639547,100.0,0.0,26.379877,102 days,2,1,1,41.360121,0.0,-20.505618,-20.505618,NaN,-20.505618,NaT,12 days 00:00:00,0.0,-20.505618,0.995046,1.196673,1.295822,1.653564
"","",6,0,251,252 days,100.0,126.384546,26.384546,38.860759,100.0,0.0,26.379877,102 days,2,1,1,46.890164,0.0,-20.505618,-20.505618,NaN,-20.505618,NaT,12 days 00:00:00,0.0,-20.505618,1.147312,1.530585,1.291233,1.896360
"","",7,0,251,252 days,100.0,149.966022,49.966022,51.770207,100.0,0.0,14.701493,38 days,2,1,1,2.816263,100.0,47.149758,47.149758,47.149758,NaN,128 days,NaT,inf,47.149758,1.951960,5.431418,1.530087,3.623306
"","",8,0,251,252 days,100.0,152.078219,52.078219,49.448649,100.0,0.0,14.701493,73 days,2,1,1,4.928461,100.0,47.149758,47.149758,47.149758,NaN,128 days,NaT,inf,47.149758,1.889107,5.681768,1.434373,3.238516
"","",9,0,251,252 days,100.0,124.252392,24.252392,169.717624,100.0,0.0,7.756384,16 days,1,0,1,24.252392,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.850914,4.765045,1.640158,2.670389
"","",10,0,251,252 days,100.0,143.301435,43.301435,131.497585,100.0,0.0,7.756384,16 days,1,0,1,43.301435,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.524275,8.817202,1.756418,4.072404
"","",11,0,251,252 days,100.0,141.088517,41.088517,90.433905,100.0,0.0,9.023246,32 days,1,0,1,41.088517,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.180932,7.163310,1.525130,3.431712
"","",12,0,251,252 days,100.0,142.150120,42.150120,66.931638,100.0,0.0,9.023246,45 days,1,1,0,0.000000,100.0,42.150120,42.150120,42.150120,NaN,151 days,NaT,inf,42.150120,2.184088,7.362495,1.501417,3.424244
"","",13,0,251,252 days,100.0,103.634476,3.634476,54.274231,100.0,0.0,6.552440,18 days,1,0,1,3.634476,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.535905,0.809902,1.261458,0.834606
"","",14,0,251,252 days,100.0,108.369678,8.369678,61.024533,100.0,0.0,6.552440,20 days,1,0,1,8.369678,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.873436,1.884312,1.264213,1.354736
"","",15,0,251,252 days,100.0,117.943925,17.943925,56.037917,100.0,0.0,9.020941,22 days,1,0,1,17.943925,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.317735,2.993428,1.331505,2.176408
"","",16,0,251,252 days,100.0,98.234683,-1.765317,19.323915,100.0,0.0,17.924692,22 days,1,0,1,-1.765317,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.014098,-0.142081,1.002720,0.019629
