"
ma_window","
ma_window","
split_idx","Start
","End
","Period
","Start Value
","End Value
","Total Return [%]
","Benchmark Return [%]
","Max Gross Exposure [%]
","Total Fees Paid
","Max Drawdown [%]
","Max Drawdown Duration
","Total Trades
","Total Closed Trades
","Total Open Trades
","Open Trade PnL
","Win Rate [%]
","Best Trade [%]
","Worst Trade [%]
","Avg Winning Trade [%]
","Avg Losing Trade [%]
","Avg Winning Trade Duration
","Avg Losing Trade Duration
","Profit Factor
","Expectancy
","Sharpe Ratio
","Calmar Ratio
","Omega Ratio
","Sortino Ratio
"
"","",7,0,251,252 days,100.0,164.627127,64.627127,51.770207,100.0,0.0,14.701493,38 days,2,1,1,3.429732,100.000000,61.197395,61.197395,61.197395,NaN,129 days,NaT,inf,61.197395,2.393640,7.200997,1.707300,4.608694
"","",8,0,251,252 days,100.0,166.945819,66.945819,49.448649,100.0,0.0,14.701493,42 days,2,1,1,5.748424,100.000000,61.197395,61.197395,61.197395,NaN,129 days,NaT,inf,61.197395,2.294425,7.487561,1.562563,4.030380
"","",9,0,251,252 days,100.0,124.513036,24.513036,169.717624,100.0,0.0,7.756384,16 days,1,0,1,24.513036,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.903316,4.818719,1.691267,2.765856
"","",10,0,251,252 days,100.0,143.602038,43.602038,131.497585,100.0,0.0,7.756384,16 days,1,0,1,43.602038,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.571462,8.883194,1.798245,4.188979
"","",11,0,251,252 days,100.0,141.384477,41.384477,90.433905,100.0,0.0,9.023246,32 days,1,0,1,41.384477,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.215462,7.218773,1.546378,3.509516
"","",12,0,251,252 days,100.0,133.053641,33.053641,66.931638,100.0,0.0,10.181523,45 days,1,1,0,0.000000,100.000000,33.053641,33.053641,33.053641,NaN,151 days,NaT,inf,33.053641,1.769929,5.031800,1.389480,2.699727
"","",13,0,251,252 days,100.0,109.190372,9.190372,54.274231,100.0,0.0,2.100666,4 days,1,0,1,9.190372,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.530724,6.465219,2.315249,3.744655
"","",14,0,251,252 days,100.0,114.179431,14.179431,61.024533,100.0,0.0,5.367336,20 days,1,0,1,14.179431,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.540654,3.945055,1.556276,2.761767
"","",15,0,251,252 days,100.0,124.266958,24.266958,56.037917,100.0,0.0,9.020941,22 days,1,0,1,24.266958,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.795274,4.099658,1.503582,3.228039
"","",16,0,251,252 days,100.0,103.501094,3.501094,19.323915,100.0,0.0,17.924692,22 days,1,0,1,3.501094,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.330597,0.285114,1.068002,0.472066
"","",17,0,251,252 days,100.0,107.833698,7.833698,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.000000,7.833698,7.833698,7.833698,NaN,122 days,NaT,inf,7.833698,0.560162,0.643968,1.119513,0.850833
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,84.990619,-15.009381,-6.721865,100.0,0.0,15.989160,22 days,1,1,0,0.000000,0.000000,-15.009381,-15.009381,NaN,-15.009381,NaT,12 days,0.000000,-15.009381,-1.990300,-1.312560,0.210877,-2.048844
26,66,0,0,251,252 days,100.0,92.156786,-7.843214,12.233055,100.0,0.0,16.169574,26 days,2,2,0,0.000000,50.000000,0.545416,-8.343126,0.545416,-8.343126,8 days,28 days,0.065019,-3.921607,-0.811150,-0.690029,0.735360,-0.989821
"","",1,0,251,252 days,100.0,92.156786,-7.843214,-4.137931,100.0,0.0,16.169574,60 days,2,2,0,0.000000,50.000000,0.545416,-8.343126,0.545416,-8.343126,8 days,28 days,0.065019,-3.921607,-0.811150,-0.690029,0.735360,-0.989821
"","",2,0,251,252 days,100.0,70.425331,-29.574669,-37.732028,100.0,0.0,32.912942,94 days,3,3,0,0.000000,33.333333,0.545416,-23.580960,0.545416,-15.962043,8 days,17 days,0.018108,-9.858223,-2.481566,-1.209874,0.383447,-2.676045
"","",3,0,251,252 days,100.0,73.308835,-26.691165,-31.156419,100.0,0.0,34.011670,129 days,4,3,1,2.883503,33.333333,0.545416,-23.580960,0.545416,-15.962043,8 days,17 days,0.018108,-9.858223,-2.064031,-1.064902,0.492786,-2.299720
"","",4,0,251,252 days,100.0,84.281393,-15.718607,-6.756252,100.0,0.0,34.011670,163 days,3,2,1,14.238090,0.000000,-8.343126,-23.580960,NaN,-15.962043,NaT,17 days,0.000000,-14.978348,-0.739958,-0.645071,0.815448,-1.003979
"","",5,0,251,252 days,100.0,115.843314,15.843314,29.639547,100.0,0.0,24.832524,101 days,2,1,1,39.424274,0.000000,-23.580960,-23.580960,NaN,-23.580960,NaT,6 days,0.000000,-23.580960,0.830398,0.956021,1.265992,1.367630
"","",6,0,251,252 days,100.0,121.144056,21.144056,38.860759,100.0,0.0,24.832524,101 days,2,1,1,44.725016,0.000000,-23.580960,-23.580960,NaN,-23.580960,NaT,6 days,0.000000,-23.580960,0.995671,1.289635,1.267208,1.632254
"","",7,0,251,252 days,100.0,154.407514,54.407514,51.770207,100.0,0.0,14.701493,38 days,2,1,1,0.000000,100.000000,54.407514,54.407514,54.407514,NaN,129 days,NaT,inf,54.407514,2.128547,5.959663,1.618043,4.045549
"","",8,0,251,252 days,100.0,156.582268,56.582268,49.448649,100.0,0.0,14.701493,57 days,2,1,1,2.174754,100.000000,54.407514,54.407514,54.407514,NaN,129 days,NaT,inf,54.407514,2.046742,6.220824,1.494645,3.556300
"","",9,0,251,252 days,100.0,121.919014,21.919014,169.717624,100.0,0.0,7.756384,16 days,1,0,1,21.919014,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.744513,4.286782,1.627307,2.509942
"","",10,0,251,252 days,100.0,140.610329,40.610329,131.497585,100.0,0.0,7.756384,16 days,1,0,1,40.610329,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.441976,8.229185,1.753276,3.952992
"","",11,0,251,252 days,100.0,138.438967,38.438967,90.433905,100.0,0.0,9.023246,32 days,1,0,1,38.438967,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.097227,6.669117,1.514637,3.305636
"","",12,0,251,252 days,100.0,128.403756,28.403756,66.931638,100.0,0.0,11.246324,45 days,1,1,0,0.000000,100.000000,28.403756,28.403756,28.403756,NaN,151 days,NaT,inf,28.403756,1.567447,3.880084,1.338105,2.373317
"","",13,0,251,252 days,100.0,106.419279,6.419279,54.274231,100.0,0.0,2.100666,4 days,1,0,1,6.419279,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.308609,4.489073,2.122887,2.897857
"","",14,0,251,252 days,100.0,111.281723,11.281723,61.024533,100.0,0.0,5.367336,20 days,1,0,1,11.281723,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.340054,3.119927,1.472230,2.277289
"","",15,0,251,252 days,100.0,121.113244,21.113244,56.037917,100.0,0.0,9.020941,22 days,1,0,1,21.113244,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.643187,3.544670,1.457203,2.882324
"","",16,0,251,252 days,100.0,100.874387,0.874387,19.323915,100.0,0.0,17.924692,22 days,1,0,1,0.874387,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.169411,0.070794,1.034614,0.237563
"","",17,0,251,252 days,100.0,106.355300,6.355300,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.000000,6.355300,6.355300,6.355300,NaN,119 days,NaT,inf,6.355300,0.485362,0.520777,1.104499,0.727701
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,88.808046,-11.191954,-6.721865,100.0,0.0,13.759897,21 days,1,1,0,0.000000,0.000000,-11.191954,-11.191954,NaN,-11.191954,NaT,12 days,0.000000,-11.191954,-1.463083,-1.147904,0.344950,-1.542113
27,67,0,0,251,252 days,100.0,91.695136,-8.304864,12.233055,100.0,0.0,16.169574,26 days,2,2,0,0.000000,50.000000,0.041745,-8.343126,0.041745,-8.343126,7 days,28 days,0.005001,-4.152432,-0.866328,-0.729850,0.717681,-1.055944
"","",1,0,251,252 days,100.0,91.695136,-8.304864,-4.137931,100.0,0.0,16.169574,60 days,2,2,0,0.000000,50.000000,0.041745,-8.343126,0.041745,-8.343126,7 days,28 days,0.005001,-4.152432,-0.866328,-0.729850,0.717681,-1.055944
"","",2,0,251,252 days,100.0,70.072543,-29.927457,-37.732028,100.0,0.0,32.912942,94 days,3,3,0,0.000000,33.333333,0.041745,-23.580960,0.041745,-15.962043,7 days,17 days,0.001393,-9.975819,-2.520516,-1.223125,0.374228,-2.716056
"","",3,0,251,252 days,100.0,72.941602,-27.058398,-31.156419,100.0,0.0,34.011670,129 days,4,3,1,2.869059,33.333333,0.041745,-23.580960,0.041745,-15.962043,7 days,17 days,0.001393,-9.975819,-2.100560,-1.078493,0.484135,-2.338943
"","",4,0,251,252 days,100.0,84.281393,-15.718607,-6.756252,100.0,0.0,34.011670,163 days,3,2,1,14.238090,0.000000,-8.343126,-23.580960,NaN,-15.962043,NaT,17 days,0.000000,-14.978348,-0.739958,-0.645071,0.815448,-1.003979
"","",5,0,251,252 days,100.0,115.843314,15.843314,29.639547,100.0,0.0,24.832524,101 days,2,1,1,39.424274,0.000000,-23.580960,-23.580960,NaN,-23.580960,NaT,6 days,0.000000,-23.580960,0.830398,0.956021,1.265992,1.367630
"","",6,0,251,252 days,100.0,121.144056,21.144056,38.860759,100.0,0.0,24.832524,101 days,2,1,1,44.725016,0.000000,-23.580960,-23.580960,NaN,-23.580960,NaT,6 days,0.000000,-23.580960,0.995671,1.289635,1.267208,1.632254
"","",7,0,251,252 days,100.0,156.093449,56.093449,51.770207,100.0,0.0,14.701493,38 days,2,1,1,0.000000,100.000000,56.093449,56.093449,56.093449,NaN,131 days,NaT,inf,56.093449,2.176074,6.161981,1.630554,4.139442
"","",8,0,251,252 days,100.0,158.291948,58.291948,49.448649,100.0,0.0,14.701493,44 days,2,1,1,2.198499,100.000000,56.093449,56.093449,56.093449,NaN,131 days,NaT,inf,56.093449,2.090793,6.427282,1.504536,3.635528
"","",9,0,251,252 days,100.0,121.919014,21.919014,169.717624,100.0,0.0,7.756384,16 days,1,0,1,21.919014,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.744513,4.286782,1.627307,2.509942
"","",10,0,251,252 days,100.0,140.610329,40.610329,131.497585,100.0,0.0,7.756384,16 days,1,0,1,40.610329,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.441976,8.229185,1.753276,3.952992
"","",11,0,251,252 days,100.0,138.438967,38.438967,90.433905,100.0,0.0,9.023246,32 days,1,0,1,38.438967,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.097227,6.669117,1.514637,3.305636
"","",12,0,251,252 days,100.0,128.403756,28.403756,66.931638,100.0,0.0,11.246324,45 days,1,1,0,0.000000,100.000000,28.403756,28.403756,28.403756,NaN,151 days,NaT,inf,28.403756,1.567447,3.880084,1.338105,2.373317
"","",13,0,251,252 days,100.0,107.996970,7.996970,54.274231,100.0,0.0,2.100666,4 days,1,0,1,7.996970,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.662072,5.611378,2.855708,4.263688
"","",14,0,251,252 days,100.0,112.931501,12.931501,61.024533,100.0,0.0,5.367336,20 days,1,0,1,12.931501,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.532370,3.588539,1.568939,2.656855
"","",15,0,251,252 days,100.0,122.908776,22.908776,56.037917,100.0,0.0,9.020941,22 days,1,0,1,22.908776,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.771367,3.859862,1.506906,3.137447
"","",16,0,251,252 days,100.0,102.369873,2.369873,19.323915,100.0,0.0,17.924692,22 days,1,1,0,0.000000,100.000000,2.369873,2.369873,2.369873,NaN,116 days,NaT,inf,2.369873,0.263141,0.192512,1.054639,0.370048
"","",17,0,251,252 days,100.0,102.369873,2.369873,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.000000,2.369873,2.369873,2.369873,NaN,116 days,NaT,inf,2.369873,0.263141,0.192512,1.054639,0.370048
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,90.519337,-9.480663,-6.721865,100.0,0.0,10.939227,20 days,1,1,0,0.000000,0.000000,-9.480663,-9.480663,NaN,-9.480663,NaT,12 days,0.000000,-9.480663,-1.285228,-1.228125,0.386330,-1.363620
28,68,0,0,251,252 days,100.0,93.821120,-6.178880,12.233055,100.0,0.0,16.169574,26 days,2,2,0,0.000000,50.000000,3.197235,-9.085626,3.197235,-9.085626,7 days,28 days,0.340998,-3.089440,-0.659773,-0.545725,0.771481,-0.820577
"","",1,0,251,252 days,100.0,93.821120,-6.178880,-4.137931,100.0,0.0,16.169574,60 days,2,2,0,0.000000,50.000000,3.197235,-9.085626,3.197235,-9.085626,7 days,28 days,0.340998,-3.089440,-0.659773,-0.545725,0.771481,-0.820577
"","",2,0,251,252 days,100.0,79.016320,-20.983680,-37.732028,100.0,0.0,25.859066,94 days,3,3,0,0.000000,33.333333,3.197235,-15.779817,3.197235,-12.432721,7 days,16 days,0.132221,-6.994560,-1.915451,-1.117710,0.465578,-2.129303
"","",3,0,251,252 days,100.0,81.778863,-18.221137,-31.156419,100.0,0.0,27.492439,129 days,4,3,1,2.762544,33.333333,3.197235,-15.779817,3.197235,-12.432721,7 days,16 days,0.132221,-6.994560,-1.506672,-0.919329,0.585669,-1.741869
"","",4,0,251,252 days,100.0,91.603207,-8.396793,-6.756252,100.0,0.0,27.492439,163 days,3,2,1,15.034954,0.000000,-9.085626,-15.779817,NaN,-12.432721,NaT,16 days,0.000000,-11.715874,-0.345034,-0.433916,0.907342,-0.491855
"","",5,0,251,252 days,100.0,126.935305,26.935305,29.639547,100.0,0.0,17.635242,85 days,2,1,1,42.715122,0.000000,-15.779817,-15.779817,NaN,-15.779817,NaT,4 days,0.000000,-15.779817,1.293410,2.339835,1.460242,2.309870
"","",6,0,251,252 days,100.0,132.743594,32.743594,38.860759,100.0,0.0,17.635242,85 days,2,1,1,48.523410,0.000000,-15.779817,-15.779817,NaN,-15.779817,NaT,4 days,0.000000,-15.779817,1.434975,2.876129,1.415817,2.520983
"","",7,0,251,252 days,100.0,157.567050,57.567050,51.770207,100.0,0.0,14.701493,38 days,1,1,0,0.000000,100.000000,57.567050,57.567050,57.567050,NaN,131 days,NaT,inf,57.567050,2.216549,6.339622,1.643030,4.221344
"","",8,0,251,252 days,100.0,160.563681,60.563681,49.448649,100.0,0.0,14.701493,42 days,2,1,1,2.996631,100.000000,57.567050,57.567050,57.567050,NaN,131 days,NaT,inf,57.567050,2.149169,6.703161,1.521542,3.741318
"","",9,0,251,252 days,100.0,122.512163,22.512163,169.717624,100.0,0.0,7.756384,16 days,1,0,1,22.512163,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.786354,4.407971,1.651341,2.571188
"","",10,0,251,252 days,100.0,141.294413,41.294413,131.497585,100.0,0.0,7.756384,16 days,1,0,1,41.294413,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.476649,8.378185,1.771403,4.010686
"","",11,0,251,252 days,100.0,139.112487,39.112487,90.433905,100.0,0.0,9.023246,32 days,1,0,1,39.112487,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.127664,6.794343,1.525656,3.354523
"","",12,0,251,252 days,100.0,129.854047,29.854047,66.931638,100.0,0.0,11.246324,45 days,1,1,0,0.000000,100.000000,29.854047,29.854047,29.854047,NaN,151 days,NaT,inf,29.854047,1.632395,4.089553,1.354218,2.472977
"","",13,0,251,252 days,100.0,104.776903,4.776903,54.274231,100.0,0.0,2.100666,4 days,1,0,1,4.776903,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.199303,3.328655,2.129501,2.595150
"","",14,0,251,252 days,100.0,109.564304,9.564304,61.024533,100.0,0.0,5.367336,20 days,1,0,1,9.564304,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.218379,2.635401,1.430748,2.011525
"","",15,0,251,252 days,100.0,119.244094,19.244094,56.037917,100.0,0.0,9.020941,22 days,1,0,1,19.244094,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.553037,3.218774,1.435150,2.693323
"","",16,0,251,252 days,100.0,99.317585,-0.682415,19.323915,100.0,0.0,17.924692,22 days,1,0,1,-0.682415,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.067956,-0.055058,1.013922,0.094292
"","",17,0,251,252 days,100.0,106.729659,6.729659,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.000000,6.729659,6.729659,6.729659,NaN,116 days,NaT,inf,6.729659,0.511050,0.551899,1.112796,0.763929
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,92.837715,-7.162285,-6.721865,100.0,0.0,8.658205,19 days,1,1,0,0.000000,0.000000,-7.162285,-7.162285,NaN,-7.162285,NaT,11 days,0.000000,-7.162285,-0.987410,-1.178662,0.460215,-1.054259
29,69,0,0,251,252 days,100.0,91.670379,-8.329621,12.233055,100.0,0.0,16.169574,26 days,2,2,0,0.000000,50.0,0.831557,-9.085626,0.831557,-9.085626,7 days,28 days,0.09077,-4.164811,-0.927007,-0.731983,0.692308,-1.140631
"","",1,0,251,252 days,100.0,91.670379,-8.329621,-4.137931,100.0,0.0,16.169574,60 days,2,2,0,0.000000,50.0,0.831557,-9.085626,0.831557,-9.085626,7 days,28 days,0.09077,-4.164811,-0.927007,-0.731983,0.692308,-1.140631
"","",2,0,251,252 days,100.0,91.670379,-8.329621,-37.732028,100.0,0.0,16.169574,94 days,2,2,0,0.000000,50.0,0.831557,-9.085626,0.831557,-9.085626,7 days,28 days,0.09077,-4.164811,-0.927007,-0.731983,0.692308,-1.140631
"","",3,0,251,252 days,100.0,93.553572,-6.446428,-31.156419,100.0,0.0,16.169574,129 days,3,2,1,1.883193,50.0,0.831557,-9.085626,0.831557,-9.085626,7 days,28 days,0.09077,-4.164811,-0.612116,-0.569001,0.801096,-0.788935
"","",4,0,251,252 days,100.0,107.251054,7.251054,-6.756252,100.0,0.0,16.169574,136 days,2,1,1,16.336680,0.0,-9.085626,-9.085626,NaN,-9.085626,NaT,28 days,0.00000,-9.085626,0.540428,0.659946,1.173036,0.875503
"","",5,0,251,252 days,100.0,148.618654,48.618654,29.639547,100.0,0.0,9.818330,12 days,1,0,1,48.618654,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.204360,7.894849,2.010736,4.906222
"","",6,0,251,252 days,100.0,155.419126,55.419126,38.860759,100.0,0.0,9.818330,24 days,1,0,1,55.419126,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.285694,9.105308,1.787863,4.770492
"","",7,0,251,252 days,100.0,157.497048,57.497048,51.770207,100.0,0.0,14.701493,38 days,1,1,0,0.000000,100.0,57.497048,57.497048,57.497048,NaN,131 days,NaT,inf,57.497048,2.214679,6.331166,1.642438,4.217458
"","",8,0,251,252 days,100.0,159.085138,59.085138,49.448649,100.0,0.0,14.701493,42 days,2,1,1,1.588089,100.0,57.497048,57.497048,57.497048,NaN,131 days,NaT,inf,57.497048,2.111021,6.523406,1.512120,3.673729
"","",9,0,251,252 days,100.0,121.437966,21.437966,169.717624,100.0,0.0,7.756384,16 days,1,0,1,21.437966,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.714995,4.188690,1.624357,2.464668
"","",10,0,251,252 days,100.0,140.055531,40.055531,131.497585,100.0,0.0,7.756384,16 days,1,0,1,40.055531,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.418101,8.108582,1.752513,3.912478
"","",11,0,251,252 days,100.0,137.892737,37.892737,90.433905,100.0,0.0,9.023246,32 days,1,0,1,37.892737,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.075300,6.567758,1.512364,3.269698
"","",12,0,251,252 days,100.0,132.164255,32.164255,66.931638,100.0,0.0,11.246324,45 days,1,1,0,0.000000,100.0,32.164255,32.164255,32.164255,NaN,151 days,NaT,inf,32.164255,1.724053,4.425392,1.376677,2.629775
"","",13,0,251,252 days,100.0,103.785358,3.785358,54.274231,100.0,0.0,2.100666,4 days,1,0,1,3.785358,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.978571,2.632010,1.903746,2.076454
"","",14,0,251,252 days,100.0,108.527454,8.527454,61.024533,100.0,0.0,5.367336,20 days,1,0,1,8.527454,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.102093,2.344521,1.387789,1.810912
"","",15,0,251,252 days,100.0,118.115641,18.115641,56.037917,100.0,0.0,9.020941,22 days,1,0,1,18.115641,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.476182,3.023126,1.412844,2.555258
"","",16,0,251,252 days,100.0,98.377704,-1.622296,19.323915,100.0,0.0,17.924692,22 days,1,0,1,-1.622296,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.006183,-0.130612,1.001265,0.008568
"","",17,0,251,252 days,100.0,105.719634,5.719634,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,5.719634,5.719634,5.719634,NaN,115 days,NaT,inf,5.719634,0.454186,0.468043,1.100139,0.678205
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,102.864773,2.864773,-6.721865,100.0,0.0,2.160719,5 days,1,1,0,0.000000,100.0,2.864773,2.864773,2.864773,NaN,10 days,NaT,inf,2.864773,0.668682,1.932638,1.533772,1.227346
30,70,0,0,251,252 days,100.0,90.939575,-9.060425,12.233055,100.0,0.0,16.169574,26 days,2,2,0,0.000000,0.0,-0.859539,-8.271988,NaN,-4.565763,NaT,17 days,0.0,-4.530213,-1.056514,-0.794829,0.648529,-1.264972
"","",1,0,251,252 days,100.0,90.939575,-9.060425,-4.137931,100.0,0.0,16.169574,60 days,2,2,0,0.000000,0.0,-0.859539,-8.271988,NaN,-4.565763,NaT,17 days,0.0,-4.530213,-1.056514,-0.794829,0.648529,-1.264972
"","",2,0,251,252 days,100.0,90.939575,-9.060425,-37.732028,100.0,0.0,16.169574,94 days,2,2,0,0.000000,0.0,-0.859539,-8.271988,NaN,-4.565763,NaT,17 days,0.0,-4.530213,-1.056514,-0.794829,0.648529,-1.264972
"","",3,0,251,252 days,100.0,93.358870,-6.641130,-31.156419,100.0,0.0,16.169574,129 days,3,2,1,2.419295,0.0,-0.859539,-8.271988,NaN,-4.565763,NaT,17 days,0.0,-4.530213,-0.655126,-0.585920,0.781997,-0.827225
"","",4,0,251,252 days,100.0,108.853480,8.853480,-6.756252,100.0,0.0,16.169574,135 days,2,1,1,17.125467,0.0,-8.271988,-8.271988,NaN,-8.271988,NaT,29 days,0.0,-8.271988,0.629809,0.808558,1.204069,1.021913
"","",5,0,251,252 days,100.0,149.501188,49.501188,29.639547,100.0,0.0,9.818330,12 days,1,0,1,49.501188,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.236351,8.050561,2.039570,4.982954
"","",6,0,251,252 days,100.0,156.342043,56.342043,38.860759,100.0,0.0,9.818330,24 days,1,0,1,56.342043,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.315417,9.271445,1.805691,4.836246
"","",7,0,251,252 days,100.0,157.268409,57.268409,51.770207,100.0,0.0,14.701493,38 days,1,1,0,0.000000,100.0,57.268409,57.268409,57.268409,NaN,132 days,NaT,inf,57.268409,2.205281,6.303560,1.633968,4.188683
"","",8,0,251,252 days,100.0,158.854193,58.854193,49.448649,100.0,0.0,14.701493,42 days,2,1,1,1.585784,100.0,57.268409,57.268409,57.268409,NaN,132 days,NaT,inf,57.268409,2.102716,6.495397,1.506624,3.653293
"","",9,0,251,252 days,100.0,121.437966,21.437966,169.717624,100.0,0.0,7.756384,16 days,1,0,1,21.437966,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.714995,4.188690,1.624357,2.464668
"","",10,0,251,252 days,100.0,140.055531,40.055531,131.497585,100.0,0.0,7.756384,16 days,1,0,1,40.055531,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.418101,8.108582,1.752513,3.912478
"","",11,0,251,252 days,100.0,137.892737,37.892737,90.433905,100.0,0.0,9.023246,32 days,1,0,1,37.892737,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.075300,6.567758,1.512364,3.269698
"","",12,0,251,252 days,100.0,133.333333,33.333333,66.931638,100.0,0.0,11.246324,45 days,1,1,0,0.000000,100.0,33.333333,33.333333,33.333333,NaN,152 days,NaT,inf,33.333333,1.773570,4.596352,1.387746,2.707051
"","",13,0,251,252 days,100.0,103.785358,3.785358,54.274231,100.0,0.0,2.100666,4 days,1,0,1,3.785358,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.978571,2.632010,1.903746,2.076454
"","",14,0,251,252 days,100.0,108.527454,8.527454,61.024533,100.0,0.0,5.367336,20 days,1,0,1,8.527454,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.102093,2.344521,1.387789,1.810912
"","",15,0,251,252 days,100.0,118.115641,18.115641,56.037917,100.0,0.0,9.020941,22 days,1,0,1,18.115641,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.476182,3.023126,1.412844,2.555258
"","",16,0,251,252 days,100.0,98.377704,-1.622296,19.323915,100.0,0.0,17.924692,22 days,1,0,1,-1.622296,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.006183,-0.130612,1.001265,0.008568
"","",17,0,251,252 days,100.0,103.722962,3.722962,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,3.722962,3.722962,3.722962,NaN,116 days,NaT,inf,3.722962,0.339146,0.303330,1.073283,0.503772
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,105.434243,5.434243,-6.721865,100.0,0.0,1.301205,2 days,1,1,0,0.000000,100.0,5.434243,5.434243,5.434243,NaN,10 days,NaT,inf,5.434243,1.334582,6.122009,2.593495,3.345867
