custom_window_entry,custom_hh_hl_counts,custom_window_exit,custom_lh_counts,Total Return [%]_count,Total Return [%]_mean,Total Return [%]_std,Total Return [%]_min,Total Return [%]_25%,Total Return [%]_50%,Total Return [%]_75%,Total Return [%]_max,Max Drawdown [%]_count,Max Drawdown [%]_mean,Max Drawdown [%]_std,Max Drawdown [%]_min,Max Drawdown [%]_25%,Max Drawdown [%]_50%,Max Drawdown [%]_75%,Max Drawdown [%]_max,Max Drawdown Duration_count,Max Drawdown Duration_mean,Max Drawdown Duration_std,Max Drawdown Duration_min,Max Drawdown Duration_25%,Max Drawdown Duration_50%,Max Drawdown Duration_75%,Max Drawdown Duration_max,Total Trades_count,Total Trades_mean,Total Trades_std,Total Trades_min,Total Trades_25%,Total Trades_50%,Total Trades_75%,Total Trades_max,Win Rate [%]_count,Win Rate [%]_mean,Win Rate [%]_std,Win Rate [%]_min,Win Rate [%]_25%,Win Rate [%]_50%,Win Rate [%]_75%,Win Rate [%]_max,Sharpe Ratio_count,Sharpe Ratio_mean,Sharpe Ratio_std,Sharpe Ratio_min,Sharpe Ratio_25%,Sharpe Ratio_50%,Sharpe Ratio_75%,Sharpe Ratio_max
4,3,1,3,15.0,406.3963123281119,734.9948877234061,-76.6190010353376,-42.77857972937711,107.12507454230948,531.4168091131281,2597.0329576634854,15.0,73.69093663694896,9.109232170143136,55.45722591037685,72.26386910938703,76.70807484854258,77.9233873925256,86.39751619601013,15,462 days 06:24:00,234 days 11:51:06.188520680,119 days 00:00:00,259 days 12:00:00,519 days 00:00:00,651 days 12:00:00,770 days 00:00:00,15.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,15.0,0.6804953889251816,0.7425368736482885,-0.5697080793176872,0.07590773783527588,0.8236811125657947,1.2656091315378921,1.9122303889810484
4,3,1,4,15.0,406.3963123281119,734.9948877234061,-76.6190010353376,-42.77857972937711,107.12507454230948,531.4168091131281,2597.0329576634854,15.0,73.69093663694896,9.109232170143136,55.45722591037685,72.26386910938703,76.70807484854258,77.9233873925256,86.39751619601013,15,462 days 06:24:00,234 days 11:51:06.188520680,119 days 00:00:00,259 days 12:00:00,519 days 00:00:00,651 days 12:00:00,770 days 00:00:00,15.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,15.0,0.6804953889251816,0.7425368736482885,-0.5697080793176872,0.07590773783527588,0.8236811125657947,1.2656091315378921,1.9122303889810484
4,3,1,5,15.0,406.3963123281119,734.9948877234061,-76.6190010353376,-42.77857972937711,107.12507454230948,531.4168091131281,2597.0329576634854,15.0,73.69093663694896,9.109232170143136,55.45722591037685,72.26386910938703,76.70807484854258,77.9233873925256,86.39751619601013,15,462 days 06:24:00,234 days 11:51:06.188520680,119 days 00:00:00,259 days 12:00:00,519 days 00:00:00,651 days 12:00:00,770 days 00:00:00,15.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,15.0,0.6804953889251816,0.7425368736482885,-0.5697080793176872,0.07590773783527588,0.8236811125657947,1.2656091315378921,1.9122303889810484
4,3,2,1,15.0,-17.311367584696015,22.241845902918595,-62.16938133132031,-30.860429772833626,-9.065284813378057,2.17738157537611,7.45650212875023,15.0,42.77861306665537,11.038848713823132,30.04636204721066,36.183935509704014,42.54695779532482,43.5463799914604,67.98820860054339,15,639 days 03:12:00,168 days 15:33:37.621599096,302 days 00:00:00,578 days 00:00:00,736 days 00:00:00,749 days 00:00:00,785 days 00:00:00,15.0,15.466666666666667,2.6956755492207636,12.0,14.0,14.0,16.5,21.0,15.0,30.736142770198494,9.044492781556482,15.384615384615385,24.696356275303643,33.33333333333333,36.60714285714286,46.15384615384615,15.0,-0.2037223532798522,0.469590787872687,-1.274340362391199,-0.5422583199215827,0.033647890571572095,0.19223505342323743,0.2544181733423274
4,3,2,2,15.0,7.304019151147685,34.05510160096849,-49.65610500825332,-17.681071223247336,17.50077771634035,35.00415671576283,52.32332395102588,15.0,42.21217973743997,10.177257330483917,27.363612772021064,34.386141643473785,40.98109045072636,48.39087566766062,63.760120934657124,15,610 days 04:48:00,163 days 18:48:12.738077390,276 days 00:00:00,529 days 12:00:00,639 days 00:00:00,737 days 12:00:00,777 days 00:00:00,15.0,23.8,3.1441555759399513,19.0,21.0,23.0,26.5,28.0,15.0,40.63568369365471,9.409234443140399,26.923076923076923,31.481481481481477,42.857142857142854,48.214285714285715,53.84615384615385,15.0,0.17429217442461908,0.45128224708448605,-0.6840853372015803,-0.18805787644184133,0.4015814179925517,0.5340022584807439,0.6528432598630611
4,3,2,3,15.0,406.3963123281119,734.9948877234061,-76.6190010353376,-42.77857972937711,107.12507454230948,531.4168091131281,2597.0329576634854,15.0,73.69093663694896,9.109232170143136,55.45722591037685,72.26386910938703,76.70807484854258,77.9233873925256,86.39751619601013,15,462 days 06:24:00,234 days 11:51:06.188520680,119 days 00:00:00,259 days 12:00:00,519 days 00:00:00,651 days 12:00:00,770 days 00:00:00,15.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,15.0,0.6804953889251816,0.7425368736482885,-0.5697080793176872,0.07590773783527588,0.8236811125657947,1.2656091315378921,1.9122303889810484
4,3,2,4,15.0,406.3963123281119,734.9948877234061,-76.6190010353376,-42.77857972937711,107.12507454230948,531.4168091131281,2597.0329576634854,15.0,73.69093663694896,9.109232170143136,55.45722591037685,72.26386910938703,76.70807484854258,77.9233873925256,86.39751619601013,15,462 days 06:24:00,234 days 11:51:06.188520680,119 days 00:00:00,259 days 12:00:00,519 days 00:00:00,651 days 12:00:00,770 days 00:00:00,15.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,15.0,0.6804953889251816,0.7425368736482885,-0.5697080793176872,0.07590773783527588,0.8236811125657947,1.2656091315378921,1.9122303889810484
4,3,2,5,15.0,406.3963123281119,734.9948877234061,-76.6190010353376,-42.77857972937711,107.12507454230948,531.4168091131281,2597.0329576634854,15.0,73.69093663694896,9.109232170143136,55.45722591037685,72.26386910938703,76.70807484854258,77.9233873925256,86.39751619601013,15,462 days 06:24:00,234 days 11:51:06.188520680,119 days 00:00:00,259 days 12:00:00,519 days 00:00:00,651 days 12:00:00,770 days 00:00:00,15.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,15.0,0.6804953889251816,0.7425368736482885,-0.5697080793176872,0.07590773783527588,0.8236811125657947,1.2656091315378921,1.9122303889810484
4,3,3,1,15.0,-27.710498355566173,15.370729622821603,-59.18652561779363,-33.67213022873142,-29.109555399676086,-18.948257591526385,5.594793844612141,15.0,42.516694249139945,10.02491277123441,30.04636204721066,37.122608597775184,40.63463250018574,45.18355525067497,65.46415379424047,15,694 days 14:24:00,88 days 00:57:01.567780835,513 days 00:00:00,637 days 12:00:00,741 days 00:00:00,749 days 00:00:00,785 days 00:00:00,15.0,15.466666666666667,2.6956755492207636,12.0,14.0,14.0,16.5,21.0,15.0,30.981756805286217,8.965558641495846,15.384615384615385,25.824175824175825,33.33333333333333,36.60714285714286,46.15384615384615,15.0,-0.41721208442234775,0.3203797576878668,-1.1692152884195914,-0.5422583199215827,-0.43825960763393573,-0.2424600494599986,0.22295083203229282
4,3,3,2,15.0,-13.565927164493791,18.444507102578754,-44.41076433852036,-23.16171300296419,-14.306454669021306,-3.8542129136655277,31.03447290182241,15.0,37.22273023259765,9.042697133609405,24.728111525099845,32.17606211426722,36.124725466362634,37.48699048416675,60.203397191103456,15,642 days 14:24:00,124 days 07:11:28.720791134,408 days 00:00:00,552 days 00:00:00,676 days 00:00:00,740 days 12:00:00,781 days 00:00:00,15.0,21.933333333333334,3.6147844564602556,18.0,19.0,20.0,24.5,28.0,15.0,42.95690090857677,7.16739244854721,30.76923076923077,37.09150326797386,44.44444444444444,48.913043478260875,52.17391304347826,15.0,-0.07611527674503478,0.2920343668645043,-0.5850491808112602,-0.26682418872860647,-0.09551388901848873,0.09174785309712818,0.5962369725008634
