window_entry,hh_hl_counts,window_exit,lh_counts,Total Return [%]_count,Total Return [%]_mean,Total Return [%]_std,Total Return [%]_min,Total Return [%]_25%,Total Return [%]_50%,Total Return [%]_75%,Total Return [%]_max,Max Drawdown [%]_count,Max Drawdown [%]_mean,Max Drawdown [%]_std,Max Drawdown [%]_min,Max Drawdown [%]_25%,Max Drawdown [%]_50%,Max Drawdown [%]_75%,Max Drawdown [%]_max,Max Drawdown Duration_count,Max Drawdown Duration_mean,Max Drawdown Duration_std,Max Drawdown Duration_min,Max Drawdown Duration_25%,Max Drawdown Duration_50%,Max Drawdown Duration_75%,Max Drawdown Duration_max,Total Trades_count,Total Trades_mean,Total Trades_std,Total Trades_min,Total Trades_25%,Total Trades_50%,Total Trades_75%,Total Trades_max,Total Trades per year_count,Total Trades per year_mean,Total Trades per year_std,Total Trades per year_min,Total Trades per year_25%,Total Trades per year_50%,Total Trades per year_75%,Total Trades per year_max,Win Rate [%]_count,Win Rate [%]_mean,Win Rate [%]_std,Win Rate [%]_min,Win Rate [%]_25%,Win Rate [%]_50%,Win Rate [%]_75%,Win Rate [%]_max,Sharpe Ratio_count,Sharpe Ratio_mean,Sharpe Ratio_std,Sharpe Ratio_min,Sharpe Ratio_25%,Sharpe Ratio_50%,Sharpe Ratio_75%,Sharpe Ratio_max,Total Return [%]_std_perc,Max Drawdown [%]_std_perc,Total Trades_std_perc,Sharpe Ratio_std_perc
7,2,5,2,15.0,16.93669400763577,25.930341723429724,-15.854278848244945,0.29279076503140544,12.753712878976673,28.10754350916666,71.66638975690002,15.0,20.799965144065816,5.403123066769524,9.674187429594065,20.34333562558907,22.990657295505578,24.494360693800203,25.27732658754439,15.0,373.93333333333334,170.1110841549749,103.0,224.5,355.0,525.0,615.0,15.0,22.133333333333333,1.505545305418162,20.0,21.0,22.0,23.0,25.0,15.0,12.183486238532108,0.8287405350925661,11.009174311926605,11.559633027522937,12.110091743119266,12.660550458715596,13.761467889908257,15.0,38.35027291549031,9.262768711959653,26.08695652173913,30.0,35.0,46.53679653679653,54.54545454545454,15.0,0.520000333128523,0.6308806723209002,-0.25851052946606956,0.12409404233386241,0.4058963992230806,0.6951183982772162,1.8007730603215861,1.5310155400894203,0.2597659673632205,0.06802162524479648,1.2132312849210658
7,2,5,3,15.0,17.66737066334698,29.803871202828898,-15.859516640612782,-8.28788093323891,11.645711805065602,38.88827844888059,71.56166947590573,15.0,23.16575181810921,7.897188393513711,9.195484208464269,20.614109518298925,21.88269403500696,30.26105507585928,34.220800427928275,15.0,351.2,166.5357962378402,103.0,224.5,355.0,439.0,609.0,15.0,23.466666666666665,2.8999178970315365,20.0,21.0,23.0,26.0,29.0,15.0,12.917431192660551,1.5962850809347906,11.009174311926605,11.559633027522937,12.660550458715596,14.311926605504587,15.963302752293577,15.0,38.58553668553669,7.036281820518799,29.166666666666668,35.0,36.0,41.15384615384615,54.54545454545454,15.0,0.5200357003409056,0.6905705606728109,-0.24710547686269244,-0.06358755175140135,0.37509620058373916,0.8789819653572749,1.7613012024377295,1.6869443546945275,0.34089929200313257,0.12357604674850298,1.3279291406726736
7,2,5,4,15.0,-2.721400442243175,12.978016723516502,-24.028447948880512,-11.909461013383492,-2.966811730104425,3.8502489124107484,20.38154936361468,15.0,28.926202493917554,4.072962452898048,23.01222277905148,24.774966851864967,29.98748503003054,32.44964525286845,32.85866108847387,15.0,431.6666666666667,130.22599404039704,263.0,316.0,435.0,543.5,609.0,15.0,25.4,2.557900925144901,22.0,23.0,25.0,27.0,30.0,15.0,13.981651376146791,1.4080188578779274,12.110091743119266,12.660550458715596,13.761467889908257,14.862385321100918,16.513761467889907,15.0,40.439774975057325,8.397099270093378,29.629629629629626,34.54907161803713,38.46153846153847,42.572463768115945,59.09090909090909,15.0,0.07707705235010048,0.2663919148095126,-0.3415126968710218,-0.1254490306178252,0.0767081707537453,0.21203328634516863,0.5406550619049423,-4.768874334722707,0.14080529422258206,0.10070476083247643,3.4561767307797844
7,2,5,5,15.0,-8.855233942458769,19.877485355356864,-35.87229824366156,-20.494082669791617,-12.846863102089829,1.3706363704950135,34.37528967233098,15.0,37.36102327755118,7.363053887142123,24.60562888509587,33.698894772143156,41.45691636633113,42.052697298592804,44.0518558931279,15.0,426.1333333333333,128.74163865591242,272.0,297.5,426.0,539.0,605.0,15.0,23.133333333333333,2.1668498091095505,19.0,22.0,24.0,24.5,26.0,15.0,12.733944954128441,1.1927613628125964,10.458715596330276,12.110091743119266,13.211009174311927,13.486238532110093,14.311926605504587,15.0,40.195567310899115,10.946861678285234,27.27272727272727,32.0,39.130434782608695,43.47826086956522,66.66666666666666,15.0,-0.05613202913080825,0.39253512939471463,-0.6131243215491217,-0.2734197218636949,-0.11787072654301729,0.15933040960783268,0.7543664470323725,-2.244716004627386,0.19707848557687396,0.09366785918340996,-6.993068582644029
7,2,6,1,15.0,14.287080040145534,26.86939447306655,-17.543053835967527,-4.9588641271122995,2.9795893678930554,28.10754350916666,69.80160278306592,15.0,21.465509769182226,5.624711270803892,9.674187429594065,20.60855066296442,22.990657295505578,26.00973228188547,26.77698432589973,15.0,376.8,172.22045672418162,103.0,224.5,355.0,525.0,615.0,15.0,22.266666666666666,1.533747356112131,20.0,21.0,23.0,23.0,25.0,15.0,12.256880733944952,0.8442645996947511,11.009174311926605,11.559633027522937,12.660550458715596,12.660550458715596,13.761467889908257,15.0,38.65393061045235,9.654695752048738,26.08695652173913,30.0,35.0,46.640316205533594,54.54545454545454,15.0,0.45722242252527134,0.6558199413804668,-0.30450305547558276,-0.00781019200612205,0.1886167343316217,0.6951183982772162,1.7658689451396923,1.8806778150304844,0.262034833147975,0.06888086928647295,1.4343564730669323
7,2,6,2,15.0,14.287080040145534,26.86939447306655,-17.543053835967527,-4.9588641271122995,2.9795893678930554,28.10754350916666,69.80160278306592,15.0,21.465509769182226,5.624711270803892,9.674187429594065,20.60855066296442,22.990657295505578,26.00973228188547,26.77698432589973,15.0,376.8,172.22045672418162,103.0,224.5,355.0,525.0,615.0,15.0,22.266666666666666,1.533747356112131,20.0,21.0,23.0,23.0,25.0,15.0,12.256880733944952,0.8442645996947511,11.009174311926605,11.559633027522937,12.660550458715596,12.660550458715596,13.761467889908257,15.0,38.65393061045235,9.654695752048738,26.08695652173913,30.0,35.0,46.640316205533594,54.54545454545454,15.0,0.45722242252527134,0.6558199413804668,-0.30450305547558276,-0.00781019200612205,0.1886167343316217,0.6951183982772162,1.7658689451396923,1.8806778150304844,0.262034833147975,0.06888086928647295,1.4343564730669323
7,2,6,3,15.0,14.050180953463155,26.355734380171757,-17.543053835967527,-4.9588641271122995,2.9795893678930554,28.10754350916666,66.24811648283021,15.0,21.46550976918223,5.624711270803887,9.674187429594065,20.60855066296442,22.990657295505578,26.00973228188547,26.77698432589973,15.0,376.8,172.22045672418162,103.0,224.5,355.0,525.0,615.0,15.0,22.333333333333332,1.5886502207249786,20.0,21.0,23.0,23.0,25.0,15.0,12.293577981651374,0.8744863600320983,11.009174311926605,11.559633027522937,12.660550458715596,12.660550458715596,13.761467889908257,15.0,38.495827843653935,9.391708142384863,26.08695652173913,30.0,35.0,46.640316205533594,52.17391304347826,15.0,0.45226098257276964,0.645411460071698,-0.30450305547558276,-0.00781019200612205,0.1886167343316217,0.6951183982772162,1.6914473458521666,1.8758288215267058,0.2620348331479747,0.07113359197276024,1.4270774728347257
7,2,6,4,15.0,15.35142291955641,23.24121812426245,-10.461235556242215,-3.1954976388379137,10.847852986436209,32.74939773674801,54.013830096655866,15.0,22.98695870355399,3.9061218372901467,18.23331161602893,20.614109518298946,21.882694035006928,26.939556082848327,29.879379579339588,15.0,399.4,103.4889918231472,268.0,311.0,355.0,438.0,609.0,15.0,22.933333333333334,2.250925735484551,20.0,21.0,23.0,25.0,27.0,15.0,12.623853211009175,1.239041689257551,11.009174311926605,11.559633027522937,12.660550458715596,13.761467889908257,14.862385321100918,15.0,39.97132867132867,9.488448544706921,25.0,33.97435897435897,40.0,44.5,59.09090909090909,15.0,0.44939826550711104,0.5063484993327284,-0.14246184192307118,0.04102357792976191,0.37564112088933865,0.8620113342397164,1.3284321601564877,1.513945531046188,0.16992773544619563,0.09815083148915194,1.126725530997218
7,2,6,5,15.0,-3.8012946235012284,17.352843803486554,-28.415034186609816,-15.704416829568999,-6.784972526027687,6.8696361701879525,28.51365321960202,15.0,31.272723350600426,4.854486498953488,23.949258876907276,27.86169870127649,32.970953406055585,35.34787111164499,37.01550862160701,15.0,428.6666666666667,121.70495157591265,263.0,329.0,435.0,520.0,609.0,15.0,26.0,2.29906813420444,23.0,23.5,26.0,28.0,30.0,15.0,14.311926605504588,1.2655420922226277,12.660550458715596,12.935779816513762,14.311926605504587,15.412844036697248,16.513761467889907,15.0,42.8833238780765,8.901051492154311,32.142857142857146,36.96551724137931,42.30769230769231,45.138888888888886,63.63636363636363,15.0,0.04588486169064066,0.33772929698480614,-0.4341651331940649,-0.20237639941344182,-0.023013356745059166,0.27404166767453997,0.6686117605548768,-4.564982597298261,0.1552306924001962,0.08842569746940154,7.36036428009315
7,2,7,1,15.0,17.797985786714285,28.279793350441253,-14.371635032985367,-3.5389371563368925,6.940340053408618,32.958995631310906,75.89111760234398,15.0,21.34216873877494,5.592772216694545,9.674187429594049,20.608550662964408,22.528128431478255,26.00973228188547,26.776984325899694,15.0,358.8,155.43312755927272,103.0,224.5,355.0,439.0,609.0,15.0,22.266666666666666,1.533747356112131,20.0,21.0,23.0,23.0,25.0,15.0,12.256880733944952,0.8442645996947511,11.009174311926605,11.559633027522937,12.660550458715596,12.660550458715596,13.761467889908257,15.0,40.75889328063241,7.899137489592148,30.434782608695656,35.0,39.130434782608695,46.640316205533594,54.54545454545454,15.0,0.5386481506077678,0.686843356454431,-0.2213298343615921,0.02504246935707438,0.2764025582618473,0.7842752871139591,1.9020742932842751,1.588932235891061,0.26205266602233673,0.06888086928647295,1.2751243194271649
